,강수량(mm),winloss_home,winloss_away,winrate_home,winrate_away,date,holiday_x,temp_x,adjusted_spec,day_sin,day_cos,두산,SSG,키움,LG,KIA,한화,롯데,삼성,NC,KT,weather_x_맑음,weather_x_구름조금,weather_x_구름많음,weather_x_흐림,weather_x_비,stadium_x_광주-기아 챔피언스 필드,stadium_x_대구 삼성 라이온즈 파크,stadium_x_대전 한화생명 이글스파크,stadium_x_부산 사직 야구장,stadium_x_서울 잠실 야구장,stadium_x_서울고척스카이돔,stadium_x_수원케이티위즈파크,stadium_x_울산문수야구장,stadium_x_인천SSG 랜더스필드,stadium_x_창원NC파크,stadium_x_마산,stadium_x_청주야구장,stadium_x_포항야구장
150,0.0,-14,5,0.433,0.505,2024-08-08,0,28.5,0.47058823529411764,-0.433883739117558,-0.9009688679024191,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,0.0,-1,-9,0.495,0.455,2024-08-09,0,27.8,0.5767,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,0.0,6,-4,0.534,0.48,2024-08-09,0,29.3,0.56524,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,0.0,0,3,0.5,0.514,2024-08-09,0,28.2,0.5413478260869565,-0.9749279121818236,-0.2225209339563146,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,0.0,18,7,0.585,0.533,2024-08-09,0,28.5,0.8999024390243903,-0.9749279121818236,-0.2225209339563146,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,0.0,20,-13,0.461,0.438,2024-08-09,0,28.4,0.8693846153846154,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,0.0,0,-10,0.5,0.45,2024-08-10,1,28.9,0.935,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157,0.0,8,-5,0.538,0.476,2024-08-10,1,30.0,0.76604,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,0.0,0,4,0.495,0.518,2024-08-10,1,29.0,0.8606956521739131,-0.7818314824680299,0.6234898018587334,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159,0.0,21,-14,0.466,0.434,2024-08-10,1,28.7,0.9230769230769231,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,0.0,-1,-8,0.495,0.455,2024-08-11,1,29.6,0.69025,-2.4492935982947064e-16,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,0.0,9,-6,0.543,0.471,2024-08-11,1,30.8,0.75608,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162,0.0,-2,5,0.491,0.523,2024-08-11,1,30.0,0.7022173913043478,-2.4492935982947064e-16,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,0.0,19,-1,0.589,0.528,2024-08-11,1,28.8,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,0.0,-8,-13,0.462,0.439,2024-08-11,1,29.6,0.9230769230769231,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
