지점명,일시,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각
서울,2023.3.27,,,
서울,2023.3.28,,,
서울,2023.3.29,,,
서울,2023.3.30,,,
서울,2023.3.31,,,
서울,2023.4.1,,,
서울,2023.4.2,,,
서울,2023.4.3,,,
서울,2023.4.4,6.9,3.1,21:38
서울,2023.4.5,50.3,9,12:10
서울,2023.4.6,2.7,1.5,19:02
서울,2023.4.7,,,
서울,2023.4.8,,,
서울,2023.4.9,,,
서울,2023.4.10,,,
서울,2023.4.11,2.9,2.6,12:54
서울,2023.4.12,,,
서울,2023.4.13,0,0,
서울,2023.4.14,,,
서울,2023.4.15,4.6,3.6,10:37
서울,2023.4.16,0,0,
서울,2023.4.17,,,
서울,2023.4.18,1.5,0.6,9:20
서울,2023.4.19,,,
서울,2023.4.20,0.5,0.5,3:59
서울,2023.4.21,,,
서울,2023.4.22,,,
서울,2023.4.23,,,
서울,2023.4.24,,,
서울,2023.4.25,0.4,0.4,12:18
서울,2023.4.26,0,0,
서울,2023.4.27,,,
서울,2023.4.28,1.9,1.7,22:51
서울,2023.4.29,25.1,4.9,3:03
서울,2023.4.30,0.1,0.1,
서울,2023.5.1,,,
서울,2023.5.2,,,
서울,2023.5.3,,,
서울,2023.5.4,,,
서울,2023.5.5,30.2,9.3,15:38
서울,2023.5.6,47.5,9.3,2:30
서울,2023.5.7,,,
서울,2023.5.8,,,
서울,2023.5.9,,,
서울,2023.5.10,,,
서울,2023.5.11,,,
서울,2023.5.12,,,
서울,2023.5.13,0,0,
서울,2023.5.14,,,
서울,2023.5.15,,,
서울,2023.5.16,,,
서울,2023.5.17,,,
서울,2023.5.18,1.3,1.3,14:05
서울,2023.5.19,,,
서울,2023.5.20,,,
서울,2023.5.21,0.2,0.2,
서울,2023.5.22,0,0,
서울,2023.5.23,,,
서울,2023.5.24,,,
서울,2023.5.25,0,0,
서울,2023.5.26,0.5,0.5,#VALUE!
서울,2023.5.27,31.8,5.8,18:10
서울,2023.5.28,41.8,4.9,0:56
서울,2023.5.29,2.3,1.4,0:35
서울,2023.5.30,,,
서울,2023.5.31,,,
서울,2023.6.1,,,
서울,2023.6.2,0,0,
서울,2023.6.3,,,
서울,2023.6.4,,,
서울,2023.6.5,,,
서울,2023.6.6,0,0,
서울,2023.6.7,0,0,
서울,2023.6.8,1.9,1.5,22:51
서울,2023.6.9,1.2,0.6,1:13
서울,2023.6.10,0.8,1.7,23:31
서울,2023.6.11,32.2,16.1,3:12
서울,2023.6.12,0,0,
서울,2023.6.13,0,0,
서울,2023.6.14,30.6,30.6,13:55
서울,2023.6.15,,,
서울,2023.6.16,,,
서울,2023.6.17,,,
서울,2023.6.18,,,
서울,2023.6.19,,,
서울,2023.6.20,6.4,6.4,23:31
서울,2023.6.21,24.9,8.4,3:02
서울,2023.6.22,0,0,
서울,2023.6.23,,,
서울,2023.6.24,,,
서울,2023.6.25,,,
서울,2023.6.26,30.3,11.1,5:17
서울,2023.6.27,2.5,2.5,1:13
서울,2023.6.28,0,0,
서울,2023.6.29,63.8,33.8,10:42
서울,2023.6.30,1,0.4,0:07
서울,2023.7.1,,,
서울,2023.7.2,,,
서울,2023.7.3,,,
서울,2023.7.4,61.8,28.5,19:21
서울,2023.7.5,15.3,13.8,0:24
서울,2023.7.6,,,
서울,2023.7.7,,,
서울,2023.7.8,,,
서울,2023.7.9,47.5,24.6,10:27
서울,2023.7.10,11.5,11.5,5:30
서울,2023.7.11,58.3,15.4,9:52
서울,2023.7.12,0.7,0.5,3:25
서울,2023.7.13,91.6,35,13:59
서울,2023.7.14,72.7,20.3,#VALUE!
서울,2023.7.15,2.3,0.6,2:03
서울,2023.7.16,9.7,9.6,11:55
서울,2023.7.17,1.4,1.5,23:30
서울,2023.7.18,2.3,0.8,10:46
서울,2023.7.19,,,
서울,2023.7.20,,,
서울,2023.7.21,,,
서울,2023.7.22,12.3,10.1,18:23
서울,2023.7.23,40.2,9.1,6:57
서울,2023.7.24,0.4,0.4,0:30
서울,2023.7.25,5.6,5.5,
서울,2023.7.26,1,1,9:15
서울,2023.7.27,0,0,
서울,2023.7.28,,,
서울,2023.7.29,,,
서울,2023.7.30,25,20,18:01
서울,2023.7.31,0.3,0.3,14:55
서울,2023.8.1,,,
서울,2023.8.2,,,
서울,2023.8.3,,,
서울,2023.8.4,,,
서울,2023.8.5,,,
서울,2023.8.6,4.9,4.9,15:11
서울,2023.8.7,,,
서울,2023.8.8,,,
서울,2023.8.9,0.2,0.2,
서울,2023.8.10,86.1,13.6,16:18
서울,2023.8.11,46.7,13.6,10:35
서울,2023.8.12,1.5,1.2,14:38
서울,2023.8.13,,,
서울,2023.8.14,,,
서울,2023.8.15,,,
서울,2023.8.16,0.3,0.3,17:10
서울,2023.8.17,,,
서울,2023.8.18,0.1,0.1,
서울,2023.8.19,,,
서울,2023.8.20,0,0,
서울,2023.8.21,0,0,
서울,2023.8.22,42.6,29,17:03
서울,2023.8.23,41.8,15.6,11:54
서울,2023.8.24,5.2,4.3,3:36
서울,2023.8.25,0,0,
서울,2023.8.26,,,
서울,2023.8.27,0,0,
서울,2023.8.28,10.4,2.9,7:22
서울,2023.8.29,54.8,27.2,10:58
서울,2023.8.30,3.5,2.3,16:16
서울,2023.8.31,,,
서울,2023.9.1,,,
서울,2023.9.2,,,
서울,2023.9.3,0.1,0.1,
서울,2023.9.4,0.3,0.2,
서울,2023.9.5,0,0,
서울,2023.9.6,,,
서울,2023.9.7,,,
서울,2023.9.8,,,
서울,2023.9.9,,,
서울,2023.9.10,,,
서울,2023.9.11,,,
서울,2023.9.12,,,
서울,2023.9.13,15.9,2.9,15:56
서울,2023.9.14,,,
서울,2023.9.15,2.1,0.9,7:05
서울,2023.9.16,38.7,28,21:01
서울,2023.9.17,3,11.4,#VALUE!
서울,2023.9.18,,,
서울,2023.9.19,,,
서울,2023.9.20,35.8,9.6,15:36
서울,2023.9.21,0,0,
서울,2023.9.22,,,
서울,2023.9.23,,,
서울,2023.9.24,,,
서울,2023.9.25,1.9,1,22:22
서울,2023.9.26,27.8,6.1,2:04
서울,2023.9.27,4.4,1.4,3:44
서울,2023.9.28,,,
서울,2023.9.29,,,
서울,2023.9.30,4.5,4.2,13:33
서울,2023.10.1,,,
서울,2023.10.2,,,
서울,2023.10.3,,,
서울,2023.10.4,14.7,11.7,16:07
서울,2023.10.5,,,
서울,2023.10.6,,,
서울,2023.10.7,,,
서울,2023.10.8,0,0,
서울,2023.10.9,1.2,0.7,20:55
서울,2023.10.10,,,
서울,2023.10.11,,,
서울,2023.10.12,,,
서울,2023.10.13,,,
서울,2023.10.14,5.8,2.2,11:11
서울,2023.10.15,,,
서울,2023.10.16,,,
서울,2023.10.17,,,
서울,2023.10.18,,,
서울,2023.10.19,8.2,7.5,7:12
서울,2023.10.20,,,
서울,2023.10.21,1.1,1.1,7:40
서울,2023.10.22,,,
서울,2023.10.23,,,
서울,2023.10.24,,,
서울,2023.10.25,,,
서울,2023.10.26,0,0,
서울,2023.10.27,,,
서울,2023.10.28,,,
서울,2023.10.29,,,
서울,2023.10.30,,,
서울,2023.10.31,,,
서울,2023.11.1,0,,
서울,2023.11.2,,,
서울,2023.11.3,8.5,,
서울,2023.11.4,,,
서울,2023.11.5,10.4,,
서울,2023.11.6,45.8,,
서울,2023.11.7,0,,
서울,2023.11.8,,,
서울,2023.11.9,5.1,,
서울,2023.11.10,,,
서울,2023.11.11,,,
서울,2023.11.12,,,
서울,2023.11.13,,,
서울,2023.11.14,,,
서울,2023.11.15,,,
서울,2023.11.16,8.4,,
서울,2023.11.17,0,,
서울,2023.11.18,,,
서울,2023.11.19,,,
서울,2023.11.20,,,
서울,2023.11.21,,,
서울,2023.11.22,,,
서울,2023.11.23,0.1,,
서울,2023.11.24,,,
서울,2023.11.25,,,
서울,2023.11.26,0,,
서울,2023.11.27,3.6,,
서울,2023.11.28,0,,
서울,2023.11.29,0,,
서울,2023.11.30,,,
서울,2023.12.1,,,
서울,2023.12.2,0,,
서울,2023.12.3,,,
서울,2023.12.4,,,
서울,2023.12.5,,,
서울,2023.12.6,3.8,,
서울,2023.12.7,,,
서울,2023.12.8,,,
서울,2023.12.9,,,
서울,2023.12.10,0,,
서울,2023.12.11,11.4,,
서울,2023.12.12,0.4,,
서울,2023.12.13,,,
서울,2023.12.14,17,,
서울,2023.12.15,31.1,,
서울,2023.12.16,1.5,,
서울,2023.12.17,,,
서울,2023.12.18,,,
서울,2023.12.19,0.3,,
서울,2023.12.20,0.8,,
서울,2023.12.21,,,
서울,2023.12.22,,,
서울,2023.12.23,,,
서울,2023.12.24,1.1,,
서울,2023.12.25,0.7,,
서울,2023.12.26,,,
서울,2023.12.27,,,
서울,2023.12.28,,,
서울,2023.12.29,,,
서울,2023.12.30,13.1,,
서울,2023.12.31,4.7,,
서울,2024.1.1,0,,
서울,2024.1.2,0,,
서울,2024.1.3,0.6,,
서울,2024.1.4,,,
서울,2024.1.5,0,,
서울,2024.1.6,2.4,,
서울,2024.1.7,,,
서울,2024.1.8,,,
서울,2024.1.9,1.6,,
서울,2024.1.10,,,
서울,2024.1.11,,,
서울,2024.1.12,,,
서울,2024.1.13,,,
서울,2024.1.14,3.1,,
서울,2024.1.15,,,
서울,2024.1.16,,,
서울,2024.1.17,9.7,,
서울,2024.1.18,0.5,,
서울,2024.1.19,,,
서울,2024.1.20,0.4,,
서울,2024.1.21,0.4,,
서울,2024.1.22,0.2,,
서울,2024.1.23,,,
서울,2024.1.24,,,
서울,2024.1.25,,,
서울,2024.1.26,,,
서울,2024.1.27,,,
서울,2024.1.28,,,
서울,2024.1.29,,,
서울,2024.1.30,,,
서울,2024.1.31,,,
서울,2024.2.1,,,
서울,2024.2.2,,,
서울,2024.2.3,0,,
서울,2024.2.4,,,
서울,2024.2.5,3.9,,
서울,2024.2.6,0.2,,
서울,2024.2.7,0,,
서울,2024.2.8,,,
서울,2024.2.9,,,
서울,2024.2.10,,,
서울,2024.2.11,0,,
서울,2024.2.12,,,
서울,2024.2.13,,,
서울,2024.2.14,,,
서울,2024.2.15,10.9,,
서울,2024.2.16,,,
서울,2024.2.17,,,
서울,2024.2.18,17.1,,
서울,2024.2.19,8.9,,
서울,2024.2.20,2.6,,
