ID,year,month,day,week,weekend,home,away,stadium,weather,weather_int,is_rain,precip,temp,spec,day_sin,day_cos,weather_encoded,holiday,time,streak_home,streak_away,score_home,score_away,winner,loser,winloss_home,winloss_away,winrate_home,winrate_away
20190419SSG,2019,04,19,금,1,SSG,NC,인천SSG 랜더스필드,구름많음,3,0,0,18.8,7657,-0.9749279122,-0.222520934,2,0,0.7708333333,1,-3,11,14,NC,SSG,5,4,0.5909090909,0.5909090909
20190419LG,2019,04,19,금,1,LG,키움,서울 잠실 야구장,구름조금,2,0,0,19.7,9936,-0.9749279122,-0.222520934,1,0,0.7708333333,3,-1,3,13,키움,LG,4,2,0.5909090909,0.5454545455
20190418두산,2019,04,18,목,0,두산,SSG,서울 잠실 야구장,구름많음,3,0,0,16.2,8624,-0.4338837391,-0.9009688679,2,0,0.7708333333,3,-4,3,4,SSG,두산,7,4,0.6666666667,0.5714285714
20190418롯데,2019,04,18,목,0,롯데,KIA,부산 사직 야구장,구름조금,2,0,0,20,7777,-0.4338837391,-0.9009688679,1,0,0.7708333333,2,-2,10,9,롯데,KIA,-3,-3,0.4285714286,0.4
20190418NC,2019,04,18,목,0,NC,LG,창원NC파크,구름조금,2,0,0,27.3,7156,-0.4338837391,-0.9009688679,1,0,0.7708333333,-2,2,1,6,LG,NC,5,3,0.619047619,0.5714285714
20190418KT,2019,04,18,목,0,KT,한화,수원케이티위즈파크,구름많음,3,0,0,18.8,5536,-0.4338837391,-0.9009688679,2,0,0.7708333333,-1,1,6,5,KT,한화,-8,-3,0.3181818182,0.4285714286
20190418삼성,2019,04,18,목,0,삼성,키움,포항야구장,구름많음,3,0,0,23.7,5284,-0.4338837391,-0.9009688679,2,0,0.7708333333,-2,2,5,4,삼성,키움,-5,3,0.380952381,0.5714285714
20190417두산,2019,04,17,수,0,두산,SSG,서울 잠실 야구장,구름조금,2,0,0,21.8,9217,0.4338837391,-0.9009688679,1,0,0.7708333333,2,-3,12,3,두산,SSG,6,5,0.65,0.6
20190417롯데,2019,04,17,수,0,롯데,KIA,부산 사직 야구장,구름조금,2,0,0,23.4,7175,0.4338837391,-0.9009688679,1,0,0.7708333333,1,-1,8,6,롯데,KIA,-4,-2,0.4,0.4210526316
20190417NC,2019,04,17,수,0,NC,LG,창원NC파크,구름조금,2,0,0,23.8,9030,0.4338837391,-0.9009688679,1,0,0.7708333333,-1,1,2,4,LG,NC,6,2,0.65,0.55
20190417KT,2019,04,17,수,0,KT,한화,수원케이티위즈파크,맑음,1,0,0,23.2,6342,0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,5,8,한화,KT,-7,-4,0.3333333333,0.4
20190417삼성,2019,04,17,수,0,삼성,키움,포항야구장,구름조금,2,0,0,24.7,5784,0.4338837391,-0.9009688679,1,0,0.7708333333,-1,1,3,5,키움,삼성,-4,2,0.4,0.55
20190416삼성,2019,04,16,화,0,삼성,키움,포항야구장,구름조금,2,0,0,23.9,5179,0.9749279122,-0.222520934,1,0,0.7708333333,1,-1,0,4,키움,삼성,-3,1,0.4210526316,0.5263157895
20190416KT,2019,04,16,화,0,KT,한화,수원케이티위즈파크,구름조금,2,0,0,23.8,7248,0.9749279122,-0.222520934,1,0,0.7708333333,-1,1,4,2,KT,한화,-8,-3,0.3,0.4210526316
20190416NC,2019,04,16,화,0,NC,LG,창원NC파크,구름많음,3,0,0,25.3,6568,0.9749279122,-0.222520934,2,0,0.7708333333,4,-1,2,7,LG,NC,7,1,0.6842105263,0.5263157895
20190416롯데,2019,04,16,화,0,롯데,KIA,부산 사직 야구장,구름조금,2,0,0,21.2,9766,0.9749279122,-0.222520934,1,0,0.7708333333,-6,2,10,9,롯데,KIA,-5,-1,0.3684210526,0.4444444444
20190416두산,2019,04,16,화,0,두산,SSG,서울 잠실 야구장,구름조금,2,0,0,22.6,8633,0.9749279122,-0.222520934,1,0,0.7708333333,1,-2,8,3,두산,SSG,5,6,0.6315789474,0.6315789474
20190414LG,2019,04,14,일,1,LG,두산,서울 잠실 야구장,비,5,1,1.7,13.6,15459,0,1,4,1,0.5833333333,3,-2,0,8,두산,LG,2,4,0.5555555556,0.6111111111
20190414SSG,2019,04,14,일,1,SSG,KIA,인천SSG 랜더스필드,비,5,1,1.7,12.5,17179,0,1,4,1,0.5833333333,-1,1,2,4,KIA,SSG,7,-2,0.6666666667,0.4117647059
20190414삼성,2019,04,14,일,1,삼성,KT,대구 삼성 라이온즈 파크,구름많음,3,0,1.7,16.6,7347,0,1,2,1,0.5833333333,-1,1,14,12,삼성,KT,-4,-7,0.3888888889,0.3157894737
20190414NC,2019,04,14,일,1,NC,롯데,창원NC파크,구름많음,3,0,1.7,17.3,16860,0,1,2,1,0.5833333333,3,-5,8,1,NC,롯데,6,-4,0.6666666667,0.3888888889
20190414키움,2019,04,14,일,1,키움,한화,서울고척스카이돔,비,5,1,1.7,13.6,10338,0,1,4,1,0.5833333333,2,-4,2,3,한화,키움,2,-4,0.5555555556,0.3888888889
20190413LG,2019,04,13,토,1,LG,두산,서울 잠실 야구장,구름많음,3,0,0,17.9,25000,-0.7818314825,0.6234898019,2,1,0.7083333333,2,-1,5,2,LG,두산,1,5,0.5294117647,0.6470588235
20190413SSG,2019,04,13,토,1,SSG,KIA,인천SSG 랜더스필드,구름많음,3,0,0,16.2,22502,-0.7818314825,0.6234898019,2,1,0.7083333333,6,-1,4,6,KIA,SSG,8,-3,0.7058823529,0.375
20190413삼성,2019,04,13,토,1,삼성,KT,대구 삼성 라이온즈 파크,구름많음,3,0,0,20.5,16783,-0.7818314825,0.6234898019,2,1,0.7083333333,1,-1,3,5,KT,삼성,-3,-8,0.4117647059,0.2777777778
20190413NC,2019,04,13,토,1,NC,롯데,창원NC파크,구름조금,2,0,0,20.4,22112,-0.7818314825,0.6234898019,1,1,0.7083333333,2,-4,7,5,NC,롯데,5,-3,0.6470588235,0.4117647059
20190413키움,2019,04,13,토,1,키움,한화,서울고척스카이돔,구름많음,3,0,0,17.9,12322,-0.7818314825,0.6234898019,2,1,0.7083333333,1,-3,5,3,키움,한화,1,-3,0.5294117647,0.4117647059
20190412NC,2019,04,12,금,1,NC,롯데,창원NC파크,구름조금,2,0,0,19.2,17028,-0.9749279122,-0.222520934,1,0,0.7916666667,1,-3,2,1,NC,롯데,4,-2,0.625,0.4375
20190412키움,2019,04,12,금,1,키움,한화,서울고척스카이돔,맑음,1,0,0,18.4,6559,-0.9749279122,-0.222520934,0,0,0.7708333333,-1,-2,5,3,키움,한화,0,-2,0.5,0.4375
20190412삼성,2019,04,12,금,1,삼성,KT,대구 삼성 라이온즈 파크,구름조금,2,0,0,19.6,7087,-0.9749279122,-0.222520934,1,0,0.7708333333,-1,1,5,0,삼성,KT,-4,-7,0.375,0.2941176471
20190412SSG,2019,04,12,금,1,SSG,KIA,인천SSG 랜더스필드,맑음,1,0,0,14.8,15392,-0.9749279122,-0.222520934,0,0,0.7708333333,6,-1,4,4,무승부,무승부,8,-3,0.75,0.4
20190412LG,2019,04,12,금,1,LG,두산,서울 잠실 야구장,맑음,1,0,0,18.4,18489,-0.9749279122,-0.222520934,0,0,0.7708333333,1,2,3,0,LG,두산,0,6,0.5,0.6875
20190411LG,2019,04,11,목,0,LG,삼성,서울 잠실 야구장,구름조금,2,0,0,15.7,11168,-0.4338837391,-0.9009688679,1,0,0.7708333333,-3,1,5,2,LG,삼성,-1,-3,0.4666666667,0.4
20190411롯데,2019,04,11,목,0,롯데,두산,부산 사직 야구장,구름많음,3,0,0,14.2,7403,-0.4338837391,-0.9009688679,2,0,0.7708333333,-2,1,1,5,두산,롯데,-1,5,0.4666666667,0.6666666667
20190411KIA,2019,04,11,목,0,KIA,NC,광주-기아 챔피언스 필드,흐림,4,0,0,15.3,6809,-0.4338837391,-0.9009688679,3,0,0.7708333333,1,-1,2,4,NC,KIA,-2,3,0.4285714286,0.6
20190411키움,2019,04,11,목,0,키움,KT,서울고척스카이돔,구름조금,2,0,0,15.7,1369,-0.4338837391,-0.9009688679,1,0,0.7708333333,3,-2,1,8,KT,키움,1,-8,0.5333333333,0.25
20190411한화,2019,04,11,목,0,한화,SSG,대전 한화생명 이글스파크,구름많음,3,0,0,15.8,5792,-0.4338837391,-0.9009688679,2,0,0.7708333333,-1,5,0,1,SSG,한화,-1,7,0.4666666667,0.7333333333
20190410한화,2019,04,10,수,0,한화,SSG,대전 한화생명 이글스파크,비,5,1,5.6,10.6,5434,0.4338837391,-0.9009688679,4,0,0.7708333333,1,4,3,8,SSG,한화,0,6,0.5,0.7142857143
20190410키움,2019,04,10,수,0,키움,KT,서울고척스카이돔,비,5,1,5.6,10.2,1158,0.4338837391,-0.9009688679,4,0,0.7708333333,2,-1,4,2,키움,KT,0,-7,0.5,0.2666666667
20190410KIA,2019,04,10,수,0,KIA,NC,광주-기아 챔피언스 필드,비,5,1,5.6,10,7207,0.4338837391,-0.9009688679,4,0,0.7708333333,-1,3,2,1,KIA,NC,-3,4,0.3846153846,0.6428571429
20190410롯데,2019,04,10,수,0,롯데,두산,부산 사직 야구장,비,5,1,5.6,12.9,6825,0.4338837391,-0.9009688679,4,0,0.7708333333,-1,-3,1,3,두산,롯데,0,4,0.5,0.6428571429
20190410LG,2019,04,10,수,0,LG,삼성,서울 잠실 야구장,비,5,1,5.6,10.2,10261,0.4338837391,-0.9009688679,4,0,0.7708333333,-2,-3,5,6,삼성,LG,0,-4,0.5,0.3571428571
20190409키움,2019,04,09,화,0,키움,KT,서울고척스카이돔,비,5,1,17.4,13.9,1377,0.9749279122,-0.222520934,4,0,0.7708333333,1,2,7,3,키움,KT,-1,-6,0.4615384615,0.2857142857
20190407두산,2019,04,07,일,1,두산,NC,서울 잠실 야구장,구름조금,2,0,0,20.3,16081,0,1,1,1,0.5833333333,-2,2,3,5,NC,두산,5,3,0.6923076923,0.6153846154
20190407SSG,2019,04,07,일,1,SSG,삼성,인천SSG 랜더스필드,구름조금,2,0,0,17.8,19069,0,1,1,1,0.5833333333,3,-2,3,2,SSG,삼성,5,-3,0.6923076923,0.3846153846
20190407롯데,2019,04,07,일,1,롯데,한화,부산 사직 야구장,비,5,1,0,15.9,11028,0,1,4,1,0.5833333333,2,-2,1,16,한화,롯데,1,-1,0.5384615385,0.4615384615
20190407KT,2019,04,07,일,1,KT,LG,수원케이티위즈파크,구름조금,2,0,0,20.9,12563,0,1,1,1,0.5833333333,1,-1,4,3,KT,LG,-7,1,0.2307692308,0.5384615385
20190406KIA,2019,04,06,토,1,KIA,키움,광주-기아 챔피언스 필드,맑음,1,0,0.8,22.3,15302,-0.7818314825,0.6234898019,0,1,0.7083333333,1,-1,4,14,키움,KIA,-2,-2,0.4166666667,0.4166666667
20190406KT,2019,04,06,토,1,KT,LG,수원케이티위즈파크,흐림,4,0,0.8,13.9,8509,-0.7818314825,0.6234898019,3,1,0.7083333333,-5,1,2,1,KT,LG,-8,2,0.1666666667,0.5833333333
20190406롯데,2019,04,06,토,1,롯데,한화,부산 사직 야구장,맑음,1,0,0.8,18.4,23305,-0.7818314825,0.6234898019,0,1,0.7083333333,1,-1,9,7,롯데,한화,0,0,0.5,0.5
20190406SSG,2019,04,06,토,1,SSG,삼성,인천SSG 랜더스필드,흐림,4,0,0.8,10.9,14617,-0.7818314825,0.6234898019,3,1,0.7083333333,2,-1,2,1,SSG,삼성,4,-2,0.6666666667,0.4166666667
20190406두산,2019,04,06,토,1,두산,NC,서울 잠실 야구장,비,5,1,0.8,12.2,14279,-0.7818314825,0.6234898019,4,1,0.7083333333,-1,1,5,6,NC,두산,6,2,0.75,0.5833333333
20190405두산,2019,04,05,금,1,두산,NC,서울 잠실 야구장,구름조금,2,0,0,17.2,10365,-0.9749279122,-0.222520934,1,0,0.7708333333,6,-1,3,7,NC,두산,7,1,0.8181818182,0.5454545455
20190405SSG,2019,04,05,금,1,SSG,삼성,인천SSG 랜더스필드,구름조금,2,0,0,14.8,9178,-0.9749279122,-0.222520934,1,0,0.7708333333,1,2,3,0,SSG,삼성,3,-1,0.6363636364,0.4545454545
20190405롯데,2019,04,05,금,1,롯데,한화,부산 사직 야구장,맑음,1,0,0,18,11451,-0.9749279122,-0.222520934,0,0,0.7708333333,-1,1,5,2,롯데,한화,-1,1,0.4545454545,0.5454545455
20190405KT,2019,04,05,금,1,KT,LG,수원케이티위즈파크,구름조금,2,0,0,16.9,5671,-0.9749279122,-0.222520934,1,0,0.7708333333,-4,-1,0,13,LG,KT,-7,1,0.1818181818,0.5454545455
20190405KIA,2019,04,05,금,1,KIA,키움,광주-기아 챔피언스 필드,구름조금,2,0,0,19.6,7048,-0.9749279122,-0.222520934,1,0,0.7708333333,-2,1,6,4,KIA,키움,-3,-1,0.3636363636,0.4545454545
20190404두산,2019,04,04,목,0,두산,KT,서울 잠실 야구장,맑음,1,0,0,15.7,5427,-0.4338837391,-0.9009688679,0,0,0.7708333333,5,-3,5,4,두산,KT,6,-6,0.8,0.2
20190404SSG,2019,04,04,목,0,SSG,롯데,인천SSG 랜더스필드,맑음,1,0,0,11.9,7352,-0.4338837391,-0.9009688679,0,0,0.7708333333,-2,2,7,6,SSG,롯데,2,0,0.6,0.5
20190404삼성,2019,04,04,목,0,삼성,KIA,대구 삼성 라이온즈 파크,맑음,1,0,0,21.5,5863,-0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,12,7,삼성,KIA,-2,-2,0.4,0.4
20190404NC,2019,04,04,목,0,NC,키움,창원NC파크,맑음,1,0,0,21.9,4806,-0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,5,6,키움,NC,2,-2,0.6,0.4
20190404한화,2019,04,04,목,0,한화,LG,대전 한화생명 이글스파크,맑음,1,0,0,17.3,6650,-0.4338837391,-0.9009688679,0,0,0.7708333333,-1,1,2,1,한화,LG,0,2,0.5,0.6
20190403한화,2019,04,03,수,0,한화,LG,대전 한화생명 이글스파크,맑음,1,0,0,14.9,6002,0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,0,7,LG,한화,1,1,0.5555555556,0.5555555556
20190403NC,2019,04,03,수,0,NC,키움,창원NC파크,맑음,1,0,0,17.2,4945,0.4338837391,-0.9009688679,0,0,0.7708333333,-1,1,9,1,NC,키움,1,-1,0.5555555556,0.4444444444
20190403삼성,2019,04,03,수,0,삼성,KIA,대구 삼성 라이온즈 파크,맑음,1,0,0,16.3,5777,0.4338837391,-0.9009688679,0,0,0.7708333333,-4,2,6,3,삼성,KIA,-3,-1,0.3333333333,0.4444444444
20190403SSG,2019,04,03,수,0,SSG,롯데,인천SSG 랜더스필드,맑음,1,0,0,11.8,6457,0.4338837391,-0.9009688679,0,0,0.7708333333,-1,1,1,3,롯데,SSG,3,-1,0.6666666667,0.4444444444
20190403두산,2019,04,03,수,0,두산,KT,서울 잠실 야구장,맑음,1,0,0,13.6,5811,0.4338837391,-0.9009688679,0,0,0.7708333333,4,-2,5,1,두산,KT,5,-5,0.7777777778,0.2222222222
20190402두산,2019,04,02,화,0,두산,KT,서울 잠실 야구장,맑음,1,0,0,13,6091,0.9749279122,-0.222520934,0,0,0.7708333333,3,-1,9,0,두산,KT,4,-4,0.75,0.25
20190402SSG,2019,04,02,화,0,SSG,롯데,인천SSG 랜더스필드,맑음,1,0,0,11.2,6556,0.9749279122,-0.222520934,0,0,0.7708333333,1,-1,0,5,롯데,SSG,4,-2,0.75,0.375
20190402삼성,2019,04,02,화,0,삼성,KIA,대구 삼성 라이온즈 파크,맑음,1,0,0,14.8,4818,0.9749279122,-0.222520934,0,0,0.7708333333,-3,1,1,4,KIA,삼성,-2,-2,0.375,0.375
20190402NC,2019,04,02,화,0,NC,키움,창원NC파크,맑음,1,0,0,16.3,4602,0.9749279122,-0.222520934,0,0,0.7708333333,1,-1,6,8,키움,NC,2,-2,0.625,0.375
20190402한화,2019,04,02,화,0,한화,LG,대전 한화생명 이글스파크,맑음,1,0,0,14.4,6619,0.9749279122,-0.222520934,0,0,0.7708333333,-1,1,6,2,한화,LG,0,2,0.5,0.625
20190331LG,2019,03,31,일,1,LG,롯데,서울 잠실 야구장,구름조금,2,0,0,8.4,21267,0,1,1,1,0.5833333333,-1,1,6,5,LG,롯데,1,-1,0.5714285714,0.4285714286
20190331삼성,2019,03,31,일,1,삼성,두산,대구 삼성 라이온즈 파크,구름조금,2,0,0,11.1,14084,0,1,1,1,0.5833333333,-2,2,4,9,두산,삼성,-1,3,0.4285714286,0.7142857143
20190331KT,2019,03,31,일,1,KT,KIA,수원케이티위즈파크,비,5,1,0,9,13861,0,1,4,1,0.5833333333,2,-2,2,4,KIA,KT,-3,-3,0.2857142857,0.2857142857
20190331키움,2019,03,31,일,1,키움,SSG,서울고척스카이돔,구름조금,2,0,0,8.4,5682,0,1,1,1,0.5833333333,1,-1,7,8,SSG,키움,-1,3,0.4285714286,0.7142857143
20190331한화,2019,03,31,일,1,한화,NC,대전 한화생명 이글스파크,구름많음,3,0,0,9.7,11878,0,1,2,1,0.5833333333,2,-2,3,6,NC,한화,1,1,0.5714285714,0.5714285714
20190330한화,2019,03,30,토,1,한화,NC,대전 한화생명 이글스파크,비,5,1,1.8,10.3,11239,-0.7818314825,0.6234898019,4,1,0.7083333333,1,-1,13,5,한화,NC,0,2,0.5,0.6666666667
20190330키움,2019,03,30,토,1,키움,SSG,서울고척스카이돔,비,5,1,1.8,8.4,7330,-0.7818314825,0.6234898019,4,1,0.7083333333,-1,3,3,1,키움,SSG,-2,4,0.3333333333,0.8333333333
20190330KT,2019,03,30,토,1,KT,KIA,수원케이티위즈파크,비,5,1,1.8,10,11475,-0.7818314825,0.6234898019,4,1,0.7083333333,1,-1,6,2,KT,KIA,-4,-2,0.1666666667,0.3333333333
20190330삼성,2019,03,30,토,1,삼성,두산,대구 삼성 라이온즈 파크,비,5,1,1.8,14.3,20559,-0.7818314825,0.6234898019,4,1,0.7083333333,-1,1,2,4,두산,삼성,0,2,0.5,0.6666666667
20190330LG,2019,03,30,토,1,LG,롯데,서울 잠실 야구장,비,5,1,1.8,8.4,20601,-0.7818314825,0.6234898019,4,1,0.7083333333,1,-3,1,7,롯데,LG,2,-2,0.6666666667,0.3333333333
20190329LG,2019,03,29,금,1,LG,롯데,서울 잠실 야구장,구름조금,2,0,0,15.1,19370,-0.9749279122,-0.222520934,1,0,0.7708333333,-2,-2,2,1,LG,롯데,1,-1,0.6,0.4
20190329삼성,2019,03,29,금,1,삼성,두산,대구 삼성 라이온즈 파크,구름많음,3,0,0,19.4,12361,-0.9749279122,-0.222520934,2,0,0.7708333333,2,-1,2,3,두산,삼성,1,1,0.6,0.6
20190329KT,2019,03,29,금,1,KT,KIA,수원케이티위즈파크,구름조금,2,0,0,15.2,16156,-0.9749279122,-0.222520934,1,0,0.7708333333,0,2,6,3,KT,KIA,-5,-1,0,0.4
20190329키움,2019,03,29,금,1,키움,SSG,서울고척스카이돔,구름조금,2,0,0,15.1,5435,-0.9749279122,-0.222520934,1,0,0.7708333333,1,2,2,5,SSG,키움,-1,3,0.4,0.8
20190329한화,2019,03,29,금,1,한화,NC,대전 한화생명 이글스파크,구름많음,3,0,0,18.4,12152,-0.9749279122,-0.222520934,2,0,0.7708333333,-2,3,9,0,한화,NC,-1,3,0.4,0.8
20190328KIA,2019,03,28,목,0,KIA,한화,광주-기아 챔피언스 필드,구름많음,3,0,0,20.7,5629,-0.4338837391,-0.9009688679,2,0,0.7708333333,1,-1,6,4,KIA,한화,-2,0,0.25,0.5
20190328NC,2019,03,28,목,0,NC,KT,창원NC파크,구름많음,3,0,0,21.7,4757,-0.4338837391,-0.9009688679,2,0,0.7708333333,2,0,6,2,NC,KT,2,-4,0.75,0
20190328롯데,2019,03,28,목,0,롯데,삼성,부산 사직 야구장,구름많음,3,0,0,16.1,7625,-0.4338837391,-0.9009688679,2,0,0.7708333333,-1,1,7,12,삼성,롯데,0,0,0.5,0.5
20190328SSG,2019,03,28,목,0,SSG,LG,인천SSG 랜더스필드,구름많음,3,0,0,12.4,8053,-0.4338837391,-0.9009688679,2,0,0.7708333333,1,-1,3,1,SSG,LG,2,2,0.75,0.75
20190328두산,2019,03,28,목,0,두산,키움,서울 잠실 야구장,구름많음,3,0,0,14.6,6752,-0.4338837391,-0.9009688679,2,0,0.7708333333,2,-3,4,5,키움,두산,2,-2,0.75,0.25
20190327두산,2019,03,27,수,0,두산,키움,서울 잠실 야구장,흐림,4,0,0,16.2,5784,0.4338837391,-0.9009688679,3,0,0.7708333333,1,-2,3,2,두산,키움,1,-1,0.6666666667,0.3333333333
20190327SSG,2019,03,27,수,0,SSG,LG,인천SSG 랜더스필드,흐림,4,0,0,13.5,6319,0.4338837391,-0.9009688679,3,0,0.7708333333,-1,0,2,1,SSG,LG,1,3,0.6666666667,1
20190327롯데,2019,03,27,수,0,롯데,삼성,부산 사직 야구장,구름조금,2,0,0,18.7,8136,0.4338837391,-0.9009688679,1,0,0.7708333333,2,-1,4,23,삼성,롯데,1,-1,0.6666666667,0.3333333333
20190327NC,2019,03,27,수,0,NC,KT,창원NC파크,구름조금,2,0,0,23,5154,0.4338837391,-0.9009688679,1,0,0.7708333333,1,0,4,1,NC,KT,1,-3,0.6666666667,0
20190327KIA,2019,03,27,수,0,KIA,한화,광주-기아 챔피언스 필드,구름조금,2,0,0,19.6,6251,0.4338837391,-0.9009688679,1,0,0.7708333333,0,2,9,4,KIA,한화,-3,1,0,0.6666666667
20190326두산,2019,03,26,화,0,두산,키움,서울 잠실 야구장,구름조금,2,0,0,17.6,6155,0.9749279122,-0.222520934,1,0,0.7708333333,-1,-1,7,2,두산,키움,0,0,0.5,0.5
20190326SSG,2019,03,26,화,0,SSG,LG,인천SSG 랜더스필드,구름조금,2,0,0,13.9,6718,0.9749279122,-0.222520934,1,0,0.7708333333,0,0,3,6,LG,SSG,2,2,1,1
20190326롯데,2019,03,26,화,0,롯데,삼성,부산 사직 야구장,맑음,1,0,0,20.7,7345,0.9749279122,-0.222520934,0,0,0.7708333333,1,1,7,2,롯데,삼성,0,0,0.5,0.5
20190326NC,2019,03,26,화,0,NC,KT,창원NC파크,맑음,1,0,0,20.9,4782,0.9749279122,-0.222520934,0,0,0.7708333333,-1,0,9,8,NC,KT,0,-2,0.5,0
20190326KIA,2019,03,26,화,0,KIA,한화,광주-기아 챔피언스 필드,구름조금,2,0,0,20.6,5553,0.9749279122,-0.222520934,1,0,0.7708333333,0,1,7,13,한화,KIA,-2,0,0,0.5
20190324KIA,2019,03,24,일,1,KIA,LG,광주-기아 챔피언스 필드,맑음,1,0,0,12.5,17597,0,1,0,1,0.5833333333,0,0,3,9,LG,KIA,-1,1,0,1
20190324NC,2019,03,24,일,1,NC,삼성,창원NC파크,맑음,1,0,0,14.2,20067,0,1,0,1,0.5833333333,0,0,3,4,삼성,NC,1,-1,1,0
20190324롯데,2019,03,24,일,1,롯데,키움,부산 사직 야구장,맑음,1,0,0,11.1,22218,0,1,0,1,0.5833333333,0,0,6,2,롯데,키움,-1,1,0,1
20190324SSG,2019,03,24,일,1,SSG,KT,인천SSG 랜더스필드,맑음,1,0,0,7.9,15421,0,1,0,1,0.5833333333,0,0,6,3,SSG,KT,1,-1,1,0
20190324두산,2019,03,24,일,1,두산,한화,서울 잠실 야구장,맑음,1,0,0,9.7,25000,0,1,0,1,0.5833333333,0,0,1,11,한화,두산,1,-1,1,0
20190323두산,2019,03,23,토,1,두산,한화,서울 잠실 야구장,비,5,1,1.7,8.2,25000,-0.7818314825,0.6234898019,4,1,0.5833333333,0,0,5,4,두산,한화,0,0,1,1
20190323SSG,2019,03,23,토,1,SSG,KT,인천SSG 랜더스필드,비,5,1,1.7,7.4,21909,-0.7818314825,0.6234898019,4,1,0.5833333333,0,0,7,4,SSG,KT,0,0,1,1
20190323롯데,2019,03,23,토,1,롯데,키움,부산 사직 야구장,구름조금,2,0,1.7,13.5,24500,-0.7818314825,0.6234898019,1,1,0.5833333333,0,0,4,7,키움,롯데,0,0,1,1
20190323NC,2019,03,23,토,1,NC,삼성,창원NC파크,비,5,1,1.7,12.7,22112,-0.7818314825,0.6234898019,4,1,0.5833333333,0,0,7,0,NC,삼성,0,0,1,1
20190323KIA,2019,03,23,토,1,KIA,LG,광주-기아 챔피언스 필드,비,5,1,1.7,11.1,20500,-0.7818314825,0.6234898019,4,1,0.5833333333,0,0,0,2,LG,KIA,0,0,1,1
20181014롯데,2018,10,14,일,1,롯데,두산,부산 사직 야구장,구름조금,2,0,0,22.1,6414,0,1,1,1,0.5833333333,1,-1,1,5,두산,롯데,-5,41,0.4755244755,0.6433566434
20181013두산,2018,10,13,토,1,두산,KT,서울 잠실 야구장,맑음,1,0,0,19.8,18528,-0.7818314825,0.6234898019,0,1,0.7083333333,2,-1,3,4,KT,두산,42,-24,0.6478873239,0.4055944056
20181013SSG,2018,10,13,토,1,SSG,LG,인천SSG 랜더스필드,맑음,1,0,0,17.8,22399,-0.7818314825,0.6234898019,0,1,0.7083333333,-1,1,2,3,LG,SSG,14,-8,0.5454545455,0.4685314685
20181013삼성,2018,10,13,토,1,삼성,키움,대구 삼성 라이온즈 파크,구름조금,2,0,0,20.9,24000,-0.7818314825,0.6234898019,1,1,0.7083333333,1,1,12,5,삼성,키움,-5,7,0.4685314685,0.5244755245
20181013KIA,2018,10,13,토,1,KIA,롯데,광주-기아 챔피언스 필드,맑음,1,0,0,20,15640,-0.7818314825,0.6234898019,0,1,0.7083333333,1,-1,1,5,롯데,KIA,-3,-6,0.4895104895,0.4718309859
20181013한화,2018,10,13,토,1,한화,NC,대전 한화생명 이글스파크,맑음,1,0,0,19.6,13000,-0.7818314825,0.6234898019,0,1,0.7083333333,-1,-2,10,8,한화,NC,9,-26,0.5314685315,0.4055944056
20181012KIA,2018,10,12,금,1,KIA,롯데,광주-기아 챔피언스 필드,맑음,1,0,0,18.8,12318,-0.9749279122,-0.222520934,0,0,0.7708333333,-1,1,6,4,KIA,롯데,-4,-5,0.485915493,0.475177305
20181012KT,2018,10,12,금,1,KT,키움,수원케이티위즈파크,맑음,1,0,0,17.8,10268,-0.9749279122,-0.222520934,0,0,0.7708333333,2,-1,5,10,키움,KT,-23,6,0.4084507042,0.5211267606
20181012두산,2018,10,12,금,1,두산,NC,서울 잠실 야구장,맑음,1,0,0,17.4,10914,-0.9749279122,-0.222520934,0,0,0.7708333333,1,-1,13,2,두산,NC,41,-25,0.6453900709,0.4084507042
20181011두산,2018,10,11,목,0,두산,SSG,서울 잠실 야구장,맑음,1,0,0,13.9,10987,-0.4338837391,-0.9009688679,0,0,0.7708333333,-1,1,8,3,두산,SSG,40,15,0.6428571429,0.5492957746
20181011KIA,2018,10,11,목,0,KIA,롯데,광주-기아 챔피언스 필드,구름조금,2,0,0,16.7,7745,-0.4338837391,-0.9009688679,1,0,0.7708333333,1,-2,0,4,롯데,KIA,-3,-6,0.4893617021,0.4714285714
20181010KIA,2018,10,10,수,0,KIA,한화,광주-기아 챔피언스 필드,비,5,1,7,17.6,6133,0.4338837391,-0.9009688679,4,0,0.7708333333,-3,1,6,1,KIA,한화,-4,10,0.4857142857,0.5352112676
20181010두산,2018,10,10,수,0,두산,SSG,서울 잠실 야구장,비,5,1,7,16.7,11126,0.4338837391,-0.9009688679,4,0,0.7708333333,1,-1,5,12,SSG,두산,41,14,0.6474820144,0.5460992908
20181010롯데,2018,10,10,수,0,롯데,KT,부산 사직 야구장,흐림,4,0,7,20.9,11528,0.4338837391,-0.9009688679,3,0,0.625,4,-1,1,10,KT,롯데,-4,-25,0.4782608696,0.4
20181010롯데,2018,10,10,수,0,롯데,KT,부산 사직 야구장,흐림,4,0,7,20.9,4793,0.4338837391,-0.9009688679,3,0,0.625,4,-1,1,10,KT,롯데,-4,-25,0.4782608696,0.4
