ID,year,month,day,week,weekend,home,away,stadium,weather,weather_int,is_rain,precip,temp,spec,day_sin,day_cos,weather_encoded,holiday,time,streak_home,streak_away,score_home,score_away,winner,loser,winloss_home,winloss_away,winrate_home,winrate_away
20231017KIA,2023,10,17,화,0,KIA,NC,광주-기아 챔피언스 필드,맑음,1,0,0,21.7,10175,0.9749279122,-0.222520934,0,0,0.7708333333,1,-1,7,1,KIA,NC,3,9,0.5034965035,0.5244755245
20231017SSG,2023,10,17,화,0,SSG,두산,인천SSG 랜더스필드,맑음,1,0,0,19.5,21007,0.9749279122,-0.222520934,0,0,0.7708333333,1,-2,5,0,SSG,두산,10,7,0.5244755245,0.5174825175
20231016한화,2023,10,16,월,0,한화,롯데,대전 한화생명 이글스파크,맑음,1,0,0,20.7,12000,0.7818314825,0.6234898019,0,0,0.7708333333,2,-3,2,7,롯데,한화,-21,-9,0.4055944056,0.4685314685
20231016KIA,2023,10,16,월,0,KIA,NC,광주-기아 챔피언스 필드,맑음,1,0,0,20.6,5251,0.7818314825,0.6234898019,0,0,0.7708333333,-1,2,4,2,KIA,NC,2,10,0.5,0.5281690141
20231016두산,2023,10,16,월,0,두산,SSG,서울 잠실 야구장,맑음,1,0,0,19.6,15850,0.7818314825,0.6234898019,0,0,0.7708333333,-1,-1,2,3,SSG,두산,8,9,0.5211267606,0.5211267606
20231015LG,2023,10,15,일,1,LG,두산,서울 잠실 야구장,맑음,1,0,0,21.2,23750,0,1,0,1,0.5833333333,-2,3,5,2,LG,두산,29,9,0.5944055944,0.524822695
20231015NC,2023,10,15,일,1,NC,삼성,창원NC파크,맑음,1,0,0,24,17861,0,1,0,1,0.5833333333,1,1,5,3,NC,삼성,9,-20,0.524822695,0.4265734266
20231015한화,2023,10,15,일,1,한화,롯데,대전 한화생명 이글스파크,맑음,1,0,0,21.1,9840,0,1,0,1,0.5833333333,1,-2,7,4,한화,롯데,-22,-8,0.4014084507,0.4718309859
20231014한화,2023,10,14,토,1,한화,롯데,대전 한화생명 이글스파크,구름많음,3,0,5.8,21.7,9153,-0.7818314825,0.6234898019,2,1,0.7083333333,-6,-1,8,0,한화,롯데,-23,-7,0.3971631206,0.475177305
20231014삼성,2023,10,14,토,1,삼성,SSG,대구 삼성 라이온즈 파크,비,5,1,5.8,24,24000,-0.7818314825,0.6234898019,4,1,0.7083333333,-3,3,5,3,삼성,SSG,-21,10,0.4225352113,0.524822695
20231014LG,2023,10,14,토,1,LG,두산,서울 잠실 야구장,비,5,1,5.8,18.2,21771,-0.7818314825,0.6234898019,4,1,0.7083333333,-1,2,2,3,두산,LG,30,8,0.5985915493,0.5214285714
20231013두산,2023,10,13,금,1,두산,KIA,서울 잠실 야구장,흐림,4,0,0,21.5,19188,-0.9749279122,-0.222520934,3,0,0.7708333333,1,2,3,1,두산,KIA,7,3,0.5179856115,0.5035460993
20231013SSG,2023,10,13,금,1,SSG,키움,인천SSG 랜더스필드,구름많음,3,0,0,21.5,16783,-0.9749279122,-0.222520934,2,0,0.7708333333,2,-1,3,2,SSG,키움,9,-24,0.5214285714,0.4055944056
20231013NC,2023,10,13,금,1,NC,LG,창원NC파크,흐림,4,0,0,23.5,6257,-0.9749279122,-0.222520934,3,0,0.7708333333,-1,1,8,4,NC,LG,8,31,0.5214285714,0.6028368794
20231012KIA,2023,10,12,목,0,KIA,롯데,광주-기아 챔피언스 필드,구름조금,2,0,0,24.2,4767,-0.4338837391,-0.9009688679,1,0,0.7708333333,1,1,6,5,KIA,롯데,2,-6,0.5,0.4785714286
20231012두산,2023,10,12,목,0,두산,NC,서울 잠실 야구장,구름조금,2,0,0,24.1,7113,-0.4338837391,-0.9009688679,1,0,0.7708333333,-2,2,11,1,두산,NC,6,9,0.5144927536,0.5251798561
20231011KIA,2023,10,11,수,0,KIA,키움,광주-기아 챔피언스 필드,맑음,1,0,0,24.3,3656,0.4338837391,-0.9009688679,0,0,0.7708333333,-1,3,11,0,KIA,키움,1,-23,0.4964028777,0.4084507042
20231011롯데,2023,10,11,수,0,롯데,두산,부산 사직 야구장,맑음,1,0,0,24.5,9940,0.4338837391,-0.9009688679,0,0,0.7708333333,-1,-1,14,3,롯데,두산,-7,7,0.4748201439,0.5182481752
20231010LG,2023,10,10,화,0,LG,롯데,서울 잠실 야구장,맑음,1,0,0,23.5,18521,0.9749279122,-0.222520934,0,0,0.7708333333,-3,1,7,0,LG,롯데,30,-6,0.6,0.4782608696
20231010NC,2023,10,10,화,0,NC,한화,창원NC파크,구름조금,2,0,0,23.9,7342,0.9749279122,-0.222520934,1,0,0.7708333333,1,-5,2,0,NC,한화,8,-22,0.5217391304,0.4
20231010KT,2023,10,10,화,0,KT,두산,수원케이티위즈파크,맑음,1,0,0,23.3,10937,0.9749279122,-0.222520934,0,0,0.7708333333,2,1,5,4,KT,두산,16,8,0.5454545455,0.5220588235
20231010KIA,2023,10,10,화,0,KIA,SSG,광주-기아 챔피언스 필드,구름조금,2,0,0,22.5,8333,0.9749279122,-0.222520934,1,0,0.7708333333,3,1,5,6,SSG,KIA,2,8,0.5,0.5179856115
20231010키움,2023,10,10,화,0,키움,삼성,서울고척스카이돔,맑음,1,0,0,23.5,11757,0.9749279122,-0.222520934,0,0,0.7708333333,2,-2,5,3,키움,삼성,-24,-20,0.4042553191,0.4255319149
20231009LG,2023,10,09,월,0,LG,롯데,서울 잠실 야구장,비,5,1,1.2,22.4,22807,0.7818314825,0.6234898019,4,1,0.5833333333,-2,-1,1,8,롯데,LG,31,-7,0.6043165468,0.4744525547
20231009NC,2023,10,09,월,0,NC,한화,창원NC파크,흐림,4,0,1.2,23.8,8716,0.7818314825,0.6234898019,3,1,0.5833333333,-1,-4,11,6,NC,한화,7,-21,0.5182481752,0.4028776978
20231009KIA,2023,10,09,월,0,KIA,삼성,광주-기아 챔피언스 필드,흐림,4,0,1.2,23.2,12758,0.7818314825,0.6234898019,3,1,0.5833333333,2,-1,3,1,KIA,삼성,1,-19,0.496350365,0.4285714286
20231008KIA,2023,10,08,일,1,KIA,삼성,광주-기아 챔피언스 필드,비,5,1,0,22.7,16005,0,1,4,1,0.5833333333,1,2,2,1,KIA,삼성,0,-18,0.4926470588,0.4316546763
20231008KT,2023,10,08,일,1,KT,한화,수원케이티위즈파크,흐림,4,0,0,20.1,15197,0,1,3,1,0.5833333333,1,-3,9,2,KT,한화,15,-20,0.5422535211,0.4057971014
20231008NC,2023,10,08,일,1,NC,SSG,창원NC파크,비,5,1,0,22.5,10073,0,1,4,1,0.5833333333,1,-1,8,10,SSG,NC,8,7,0.5220588235,0.5144927536
20231008두산,2023,10,08,일,1,두산,롯데,서울 잠실 야구장,흐림,4,0,0,19.5,21392,0,1,3,1,0.5833333333,-2,1,2,1,두산,롯데,7,-6,0.5185185185,0.4779411765
20231007두산,2023,10,07,토,1,두산,롯데,서울 잠실 야구장,흐림,4,0,0,21.2,19916,-0.7818314825,0.6234898019,3,1,0.7083333333,-1,-2,3,6,롯데,두산,8,-7,0.5223880597,0.4740740741
20231007NC,2023,10,07,토,1,NC,SSG,창원NC파크,흐림,4,0,0,21.7,13479,-0.7818314825,0.6234898019,3,1,0.7083333333,-6,6,3,2,NC,SSG,7,8,0.5185185185,0.5182481752
20231007KT,2023,10,07,토,1,KT,한화,수원케이티위즈파크,흐림,4,0,0,20.7,15210,-0.7818314825,0.6234898019,3,1,0.7083333333,-1,-2,17,0,KT,한화,14,-19,0.5390070922,0.4087591241
20231007키움,2023,10,07,토,1,키움,LG,서울고척스카이돔,흐림,4,0,0,21.2,13301,-0.7818314825,0.6234898019,3,1,0.7083333333,1,-1,7,1,키움,LG,-25,32,0.4,0.6086956522
20231006LG,2023,10,06,금,1,LG,KIA,서울 잠실 야구장,구름많음,3,0,0,21.5,23750,-0.9749279122,-0.222520934,2,0,0.7708333333,4,-2,2,3,KIA,LG,33,-1,0.6131386861,0.4888888889
20231006SSG,2023,10,06,금,1,SSG,한화,인천SSG 랜더스필드,구름많음,3,0,0,20.6,15755,-0.9749279122,-0.222520934,2,0,0.7708333333,5,-1,7,2,SSG,한화,7,-18,0.5147058824,0.4117647059
20231006KT,2023,10,06,금,1,KT,삼성,수원케이티위즈파크,구름많음,3,0,0,20.8,8132,-0.9749279122,-0.222520934,2,0,0.7708333333,2,1,2,6,삼성,KT,15,-19,0.5428571429,0.4275362319
20231005KT,2023,10,05,목,0,KT,KIA,수원케이티위즈파크,맑음,1,0,0,19.3,7264,-0.4338837391,-0.9009688679,0,0,0.7708333333,1,-1,5,3,KT,KIA,14,0,0.5395683453,0.4925373134
20231005삼성,2023,10,05,목,0,삼성,한화,대구 삼성 라이온즈 파크,구름조금,2,0,0,21.2,14483,-0.4338837391,-0.9009688679,1,0,0.7708333333,-2,3,3,1,삼성,한화,-20,-17,0.4233576642,0.4148148148
20231005롯데,2023,10,05,목,0,롯데,LG,부산 사직 야구장,구름조금,2,0,0,22.7,10040,-0.4338837391,-0.9009688679,1,0,0.7708333333,-1,3,3,5,LG,롯데,-6,32,0.4776119403,0.6102941176
20231005SSG,2023,10,05,목,0,SSG,NC,인천SSG 랜더스필드,맑음,1,0,0,18.6,9004,-0.4338837391,-0.9009688679,0,0,0.7708333333,4,-5,4,3,SSG,NC,6,8,0.5111111111,0.5223880597
20231004KT,2023,10,04,수,0,KT,KIA,수원케이티위즈파크,비,5,1,14.7,23.9,3908,0.4338837391,-0.9009688679,4,0,0.625,-2,1,2,10,KIA,KT,14,0,0.5401459854,0.4924242424
20231004KT,2023,10,04,수,0,KT,KIA,수원케이티위즈파크,비,5,1,14.7,23.9,5907,0.4338837391,-0.9009688679,4,0,0.625,-2,1,2,10,KIA,KT,14,0,0.5401459854,0.4924242424
20231004SSG,2023,10,04,수,0,SSG,NC,인천SSG 랜더스필드,비,5,1,14.7,22.8,8006,0.4338837391,-0.9009688679,4,0,0.7708333333,3,-4,10,5,SSG,NC,5,9,0.5074626866,0.5263157895
20231004롯데,2023,10,04,수,0,롯데,LG,부산 사직 야구장,구름많음,3,0,14.7,26.5,6970,0.4338837391,-0.9009688679,2,0,0.7708333333,1,2,6,7,LG,롯데,-5,31,0.4812030075,0.6074074074
20231004삼성,2023,10,04,수,0,삼성,한화,대구 삼성 라이온즈 파크,구름많음,3,0,14.7,24.8,12571,0.4338837391,-0.9009688679,2,0,0.7708333333,-1,2,7,11,한화,삼성,-19,-18,0.4264705882,0.4104477612
20231003두산,2023,10,03,화,0,두산,키움,서울 잠실 야구장,구름조금,2,0,0,22.5,14588,0.9749279122,-0.222520934,1,1,0.5833333333,1,-3,5,6,키움,두산,9,-26,0.5263157895,0.3956834532
20231003SSG,2023,10,03,화,0,SSG,NC,인천SSG 랜더스필드,구름조금,2,0,0,22.4,14507,0.9749279122,-0.222520934,1,1,0.5833333333,2,-3,9,7,SSG,NC,4,10,0.5037593985,0.5303030303
20231003롯데,2023,10,03,화,0,롯데,삼성,부산 사직 야구장,비,5,1,0,22.5,13042,0.9749279122,-0.222520934,4,1,0.5833333333,-2,2,10,4,롯데,삼성,-6,-18,0.4772727273,0.4296296296
20231003KT,2023,10,03,화,0,KT,KIA,수원케이티위즈파크,구름조금,2,0,0,23,16841,0.9749279122,-0.222520934,1,1,0.5833333333,-1,-2,1,3,KIA,KT,15,-1,0.5441176471,0.4885496183
20231002두산,2023,10,02,월,0,두산,키움,서울 잠실 야구장,맑음,1,0,0,24.6,18050,0.7818314825,0.6234898019,0,1,0.5833333333,-1,-2,7,2,두산,키움,8,-25,0.5227272727,0.3985507246
20231002KT,2023,10,02,월,0,KT,LG,수원케이티위즈파크,맑음,1,0,0,24.4,18700,0.7818314825,0.6234898019,0,1,0.5833333333,1,1,4,5,LG,KT,16,30,0.5481481481,0.6044776119
20231002한화,2023,10,02,월,0,한화,NC,대전 한화생명 이글스파크,구름조금,2,0,0,23.6,12000,0.7818314825,0.6234898019,1,1,0.5833333333,1,-2,10,0,한화,NC,-19,11,0.4060150376,0.534351145
20231002롯데,2023,10,02,월,0,롯데,삼성,부산 사직 야구장,구름조금,2,0,0,26.1,15868,0.7818314825,0.6234898019,1,1,0.5833333333,4,-1,8,9,삼성,롯데,-4,-20,0.4846153846,0.4210526316
20231002롯데,2023,10,02,월,0,롯데,삼성,부산 사직 야구장,구름조금,2,0,0,26.1,16293,0.7818314825,0.6234898019,1,1,0.5833333333,4,-1,8,9,삼성,롯데,-4,-20,0.4846153846,0.4210526316
20231001한화,2023,10,01,일,1,한화,NC,대전 한화생명 이글스파크,맑음,1,0,0,23.3,11004,0,1,0,1,0.5833333333,-2,-1,4,3,한화,NC,-20,12,0.4015151515,0.5384615385
20231001KT,2023,10,01,일,1,KT,키움,수원케이티위즈파크,맑음,1,0,0,23.4,11337,0,1,0,1,0.5833333333,-2,-1,6,3,KT,키움,15,-24,0.5447761194,0.401459854
20231001롯데,2023,10,01,일,1,롯데,삼성,부산 사직 야구장,맑음,1,0,0,26,20159,0,1,0,1,0.5833333333,3,2,8,5,롯데,삼성,-5,-19,0.480620155,0.4242424242
20231001SSG,2023,10,01,일,1,SSG,KIA,인천SSG 랜더스필드,맑음,1,0,0,22.7,22701,0,1,0,1,0.5833333333,1,-1,6,5,SSG,KIA,3,0,0.5,0.4923076923
20231001두산,2023,10,01,일,1,두산,LG,서울 잠실 야구장,맑음,1,0,0,23.7,23750,0,1,0,1,0.5833333333,2,-3,4,7,LG,두산,9,29,0.5267175573,0.6015037594
20230930두산,2023,09,30,토,1,두산,LG,서울 잠실 야구장,비,5,1,4.5,22.2,23750,-0.7818314825,0.6234898019,4,1,0.5833333333,1,-2,3,1,두산,LG,8,30,0.5230769231,0.6060606061
20230930SSG,2023,09,30,토,1,SSG,KIA,인천SSG 랜더스필드,비,5,1,4.5,22.4,22191,-0.7818314825,0.6234898019,4,1,0.5833333333,-1,1,4,3,SSG,KIA,2,1,0.4961832061,0.496124031
20230930삼성,2023,09,30,토,1,삼성,NC,대구 삼성 라이온즈 파크,비,5,1,4.5,25.1,24000,-0.7818314825,0.6234898019,4,1,0.5833333333,1,1,3,1,삼성,NC,-20,13,0.4198473282,0.5426356589
20230929키움,2023,09,29,금,1,키움,KIA,서울고척스카이돔,구름많음,3,0,0,26.9,14472,-0.9749279122,-0.222520934,2,1,0.5833333333,4,-1,5,13,KIA,키움,-23,0,0.4044117647,0.4921875
20230929롯데,2023,09,29,금,1,롯데,한화,부산 사직 야구장,구름조금,2,0,0,28.6,10279,-0.9749279122,-0.222520934,1,1,0.5833333333,2,-1,9,1,롯데,한화,-6,-19,0.4765625,0.4045801527
20230929두산,2023,09,29,금,1,두산,LG,서울 잠실 야구장,구름많음,3,0,0,26.9,20951,-0.9749279122,-0.222520934,2,1,0.5833333333,-2,-1,4,3,두산,LG,7,31,0.519379845,0.6106870229
20230928LG,2023,09,28,목,0,LG,삼성,서울 잠실 야구장,구름조금,2,0,0,27.3,21057,-0.4338837391,-0.9009688679,1,1,0.7083333333,4,-1,1,11,삼성,LG,32,-21,0.6153846154,0.4153846154
20230928롯데,2023,09,28,목,0,롯데,한화,부산 사직 야구장,맑음,1,0,0,29.3,12227,-0.4338837391,-0.9009688679,0,1,0.7083333333,1,1,3,0,롯데,한화,-7,-18,0.4724409449,0.4076923077
20230928NC,2023,09,28,목,0,NC,KIA,창원NC파크,구름조금,2,0,0,29.9,11864,-0.4338837391,-0.9009688679,1,1,0.7083333333,-1,1,18,3,NC,KIA,12,1,0.5390625,0.4960629921
20230928키움,2023,09,28,목,0,키움,SSG,서울고척스카이돔,구름조금,2,0,0,27.3,7082,-0.4338837391,-0.9009688679,1,1,0.7083333333,3,1,4,2,키움,SSG,-24,3,0.4,0.5
20230927LG,2023,09,27,수,0,LG,KT,서울 잠실 야구장,비,5,1,4.4,23.7,5656,0.4338837391,-0.9009688679,4,0,0.625,2,2,4,0,LG,KT,30,17,0.609375,0.553030303
20230927SSG,2023,09,27,수,0,SSG,두산,인천SSG 랜더스필드,비,5,1,4.4,22.7,6526,0.4338837391,-0.9009688679,4,0,0.625,-1,-1,7,7,무승부,무승부,2,8,0.5,0.5275590551
20230927NC,2023,09,27,수,0,NC,KIA,창원NC파크,흐림,4,0,4.4,28.4,3775,0.4338837391,-0.9009688679,3,0,0.625,-1,1,7,0,NC,KIA,12,1,0.5396825397,0.496
20230927한화,2023,09,27,수,0,한화,삼성,대전 한화생명 이글스파크,비,5,1,4.4,23.9,2807,0.4338837391,-0.9009688679,4,0,0.625,-3,-5,3,11,삼성,한화,-18,-21,0.40625,0.4140625
20230927LG,2023,09,27,수,0,LG,KT,서울 잠실 야구장,비,5,1,4.4,23.7,14733,0.4338837391,-0.9009688679,4,0,0.625,2,2,4,0,LG,KT,30,17,0.609375,0.553030303
20230927SSG,2023,09,27,수,0,SSG,두산,인천SSG 랜더스필드,비,5,1,4.4,22.7,12132,0.4338837391,-0.9009688679,4,0,0.625,-1,-1,7,7,무승부,무승부,2,8,0.5,0.5275590551
20230927NC,2023,09,27,수,0,NC,KIA,창원NC파크,흐림,4,0,4.4,28.4,8190,0.4338837391,-0.9009688679,3,0,0.625,-1,1,7,0,NC,KIA,12,1,0.5396825397,0.496
20230927한화,2023,09,27,수,0,한화,삼성,대전 한화생명 이글스파크,비,5,1,4.4,23.9,7281,0.4338837391,-0.9009688679,4,0,0.625,-3,-5,3,11,삼성,한화,-18,-21,0.40625,0.4140625
20230926NC,2023,09,26,화,0,NC,KIA,창원NC파크,비,5,1,27.8,22.3,6945,0.9749279122,-0.222520934,4,0,0.7708333333,1,-2,4,6,KIA,NC,13,0,0.544,0.4919354839
20230924LG,2023,09,24,일,1,LG,한화,서울 잠실 야구장,구름조금,2,0,0,26.2,20369,0,1,1,1,0.5833333333,1,-2,5,1,LG,한화,29,-17,0.6062992126,0.4094488189
20230924SSG,2023,09,24,일,1,SSG,롯데,인천SSG 랜더스필드,구름조금,2,0,0,25.6,16280,0,1,1,1,0.5833333333,1,-1,1,8,롯데,SSG,3,-8,0.5039370079,0.4682539683
20230924NC,2023,09,24,일,1,NC,두산,창원NC파크,구름조금,2,0,0,26.5,8247,0,1,1,1,0.5833333333,-1,3,6,5,NC,두산,12,9,0.5403225806,0.5317460317
20230924KIA,2023,09,24,일,1,KIA,KT,광주-기아 챔피언스 필드,구름조금,2,0,0,27.9,10108,0,1,1,1,0.5833333333,-1,1,2,3,KT,KIA,1,16,0.4959349593,0.5496183206
20230923LG,2023,09,23,토,1,LG,한화,서울 잠실 야구장,구름조금,2,0,0,27.6,22765,-0.7818314825,0.6234898019,1,1,0.7083333333,-1,-1,3,1,LG,한화,28,-16,0.6031746032,0.4126984127
20230923SSG,2023,09,23,토,1,SSG,롯데,인천SSG 랜더스필드,구름조금,2,0,0,26.5,19725,-0.7818314825,0.6234898019,1,1,0.7083333333,-2,1,4,2,SSG,롯데,2,-7,0.5,0.472
20230923NC,2023,09,23,토,1,NC,두산,창원NC파크,구름많음,3,0,0,26.4,11026,-0.7818314825,0.6234898019,2,1,0.7083333333,1,2,1,3,두산,NC,13,8,0.5447154472,0.528
20230923KIA,2023,09,23,토,1,KIA,KT,광주-기아 챔피언스 필드,구름많음,3,0,0,25.4,13846,-0.7818314825,0.6234898019,2,1,0.7083333333,1,-1,1,4,KT,KIA,2,15,0.5,0.5461538462
20230922한화,2023,09,22,금,1,한화,키움,대전 한화생명 이글스파크,구름조금,2,0,0,24.9,7088,-0.9749279122,-0.222520934,1,0,0.7708333333,1,2,6,11,키움,한화,-15,-25,0.416,0.3955223881
20230922KIA,2023,09,22,금,1,KIA,KT,광주-기아 챔피언스 필드,구름조금,2,0,0,26.5,10221,-0.9749279122,-0.222520934,1,0,0.7708333333,-7,2,2,1,KIA,KT,1,16,0.4958677686,0.5503875969
20230922삼성,2023,09,22,금,1,삼성,두산,대구 삼성 라이온즈 파크,구름조금,2,0,0,26.5,11568,-0.9749279122,-0.222520934,1,0,0.7708333333,-4,1,1,3,두산,삼성,-20,7,0.4173228346,0.5241935484
20230922SSG,2023,09,22,금,1,SSG,롯데,인천SSG 랜더스필드,맑음,1,0,0,25.3,11561,-0.9749279122,-0.222520934,0,0,0.7708333333,-1,-2,2,5,롯데,SSG,3,-8,0.504,0.4677419355
20230922LG,2023,09,22,금,1,LG,NC,서울 잠실 야구장,맑음,1,0,0,26.7,16269,-0.9749279122,-0.222520934,0,0,0.7708333333,6,-1,4,5,NC,LG,29,12,0.608,0.5409836066
20230921한화,2023,09,21,목,0,한화,KIA,대전 한화생명 이글스파크,비,5,1,0,21.5,7747,-0.4338837391,-0.9009688679,4,0,0.7708333333,-1,-6,14,8,한화,KIA,-16,2,0.4112903226,0.5
20230921키움,2023,09,21,목,0,키움,NC,서울고척스카이돔,구름많음,3,0,0,23.6,5178,-0.4338837391,-0.9009688679,2,0,0.7708333333,1,2,5,1,키움,NC,-26,13,0.3909774436,0.5454545455
20230921KT,2023,09,21,목,0,KT,롯데,수원케이티위즈파크,흐림,4,0,0,22.4,7691,-0.4338837391,-0.9009688679,3,0,0.7708333333,1,-1,5,0,KT,롯데,15,-7,0.546875,0.4715447154
20230921삼성,2023,09,21,목,0,삼성,두산,대구 삼성 라이온즈 파크,비,5,1,0,21.2,7596,-0.4338837391,-0.9009688679,4,0,0.7708333333,-3,-1,1,5,두산,삼성,-19,6,0.4206349206,0.5203252033
20230921SSG,2023,09,21,목,0,SSG,LG,인천SSG 랜더스필드,비,5,1,0,22.8,12353,-0.4338837391,-0.9009688679,4,0,0.7708333333,1,5,1,2,LG,SSG,4,28,0.5080645161,0.6048387097
20230919한화,2023,09,19,화,0,한화,SSG,대전 한화생명 이글스파크,흐림,4,0,0,28.3,4014,0.9749279122,-0.222520934,3,0,0.7708333333,1,-5,3,5,SSG,한화,-15,3,0.4146341463,0.5040650407
20230919KIA,2023,09,19,화,0,KIA,LG,광주-기아 챔피언스 필드,구름많음,3,0,0,28.6,8871,0.9749279122,-0.222520934,2,0,0.7708333333,-5,4,3,4,LG,KIA,3,27,0.5042016807,0.6016260163
20230919KT,2023,09,19,화,0,KT,삼성,수원케이티위즈파크,흐림,4,0,0,28.1,7216,0.9749279122,-0.222520934,3,0,0.7708333333,-1,-2,7,1,KT,삼성,14,-18,0.5433070866,0.424
20230919롯데,2023,09,19,화,0,롯데,키움,부산 사직 야구장,구름조금,2,0,0,29.5,5523,0.9749279122,-0.222520934,1,0,0.7708333333,3,-8,3,6,키움,롯데,-6,-27,0.4754098361,0.3863636364
20230919두산,2023,09,19,화,0,두산,NC,서울 잠실 야구장,흐림,4,0,0,27.2,6726,0.9749279122,-0.222520934,3,0,0.7708333333,7,1,1,2,NC,두산,7,12,0.5245901639,0.5416666667
20230918KIA,2023,09,18,월,0,KIA,두산,광주-기아 챔피언스 필드,구름조금,2,0,0,30.4,3482,0.7818314825,0.6234898019,1,0,0.7708333333,-4,6,4,8,두산,KIA,4,6,0.5084745763,0.520661157
20230918한화,2023,09,18,월,0,한화,KT,대전 한화생명 이글스파크,비,5,1,0,30.1,3425,0.7818314825,0.6234898019,4,0,0.7708333333,-4,2,6,2,한화,KT,-16,15,0.4098360656,0.5476190476
20230917한화,2023,09,17,일,1,한화,KT,대전 한화생명 이글스파크,흐림,4,0,3,28.6,6228,0,1,3,1,0.5833333333,-2,-1,0,7,KT,한화,-14,13,0.4166666667,0.5403225806
20230917LG,2023,09,17,일,1,LG,SSG,서울 잠실 야구장,비,5,1,3,28,14237,0,1,4,1,0.5833333333,2,-3,8,3,LG,SSG,25,5,0.5950413223,0.5123966942
20230917한화,2023,09,17,일,1,한화,KT,대전 한화생명 이글스파크,흐림,4,0,3,28.6,7406,0,1,3,1,0.5833333333,-2,-1,0,7,KT,한화,-14,13,0.4166666667,0.5403225806
20230917LG,2023,09,17,일,1,LG,SSG,서울 잠실 야구장,비,5,1,3,28,15193,0,1,4,1,0.5833333333,2,-3,8,3,LG,SSG,25,5,0.5950413223,0.5123966942
20230917KIA,2023,09,17,일,1,KIA,두산,광주-기아 챔피언스 필드,비,5,1,3,28.7,12878,0,1,4,1,0.5833333333,-3,5,3,8,두산,KIA,5,5,0.5128205128,0.5166666667
20230917삼성,2023,09,17,일,1,삼성,롯데,대구 삼성 라이온즈 파크,비,5,1,3,27.9,18746,0,1,4,1,0.5833333333,-1,2,4,7,롯데,삼성,-17,-7,0.4274193548,0.4710743802
20230916LG,2023,09,16,토,1,LG,SSG,서울 잠실 야구장,비,5,1,38.7,26.6,18576,-0.7818314825,0.6234898019,4,1,0.7083333333,1,-2,10,4,LG,SSG,24,6,0.5916666667,0.5166666667
20230915롯데,2023,09,15,금,1,롯데,키움,부산 사직 야구장,비,5,1,2.1,26.8,6409,-0.9749279122,-0.222520934,4,0,0.7708333333,1,-7,5,4,롯데,키움,-8,-26,0.4666666667,0.3893129771
20230915NC,2023,09,15,금,1,NC,삼성,창원NC파크,비,5,1,2.1,24.2,4129,-0.9749279122,-0.222520934,4,0,0.7708333333,-1,2,8,1,NC,삼성,11,-16,0.5378151261,0.4308943089
20230915KIA,2023,09,15,금,1,KIA,두산,광주-기아 챔피언스 필드,비,5,1,2.1,27.7,7350,-0.9749279122,-0.222520934,4,0,0.7708333333,-2,4,6,8,두산,KIA,6,4,0.5172413793,0.512605042
20230915한화,2023,09,15,금,1,한화,LG,대전 한화생명 이글스파크,비,5,1,2.1,24.2,5724,-0.9749279122,-0.222520934,4,0,0.7708333333,-1,-3,3,4,LG,한화,-13,23,0.4201680672,0.5882352941
20230914삼성,2023,09,14,목,0,삼성,KT,대구 삼성 라이온즈 파크,비,5,1,0,24.5,6850,-0.4338837391,-0.9009688679,4,0,0.7708333333,1,2,10,4,삼성,KT,-17,14,0.4262295082,0.5447154472
20230914두산,2023,09,14,목,0,두산,SSG,서울 잠실 야구장,흐림,4,0,0,27.2,7257,-0.4338837391,-0.9009688679,3,0,0.7708333333,3,-1,3,2,두산,SSG,3,7,0.5084745763,0.5210084034
20230913NC,2023,09,13,수,0,NC,KT,창원NC파크,비,5,1,15.9,27.7,3919,0.4338837391,-0.9009688679,4,0,0.7708333333,3,1,2,6,KT,NC,12,13,0.5423728814,0.5409836066
20230913KIA,2023,09,13,수,0,KIA,롯데,광주-기아 챔피언스 필드,비,5,1,15.9,25.4,6323,0.4338837391,-0.9009688679,4,0,0.7708333333,-1,-3,1,3,롯데,KIA,7,-9,0.5217391304,0.4621848739
20230912삼성,2023,09,12,화,0,삼성,KIA,대구 삼성 라이온즈 파크,흐림,4,0,0,30.6,9037,0.9749279122,-0.222520934,3,0,0.7708333333,-2,3,10,9,삼성,KIA,-18,8,0.4214876033,0.5263157895
20230912롯데,2023,09,12,화,0,롯데,NC,부산 사직 야구장,구름많음,3,0,0,30.3,8202,0.9749279122,-0.222520934,2,0,0.7708333333,-2,2,3,4,NC,롯데,-8,11,0.4661016949,0.5384615385
20230912SSG,2023,09,12,화,0,SSG,KT,인천SSG 랜더스필드,구름많음,3,0,0,28.7,10309,0.9749279122,-0.222520934,2,0,0.7708333333,1,-1,0,3,KT,SSG,8,12,0.5254237288,0.5371900826
20230912두산,2023,09,12,화,0,두산,한화,서울 잠실 야구장,구름많음,3,0,0,29.8,10169,0.9749279122,-0.222520934,2,0,0.7708333333,2,6,8,3,두산,한화,2,-12,0.5042735043,0.4237288136
20230910두산,2023,09,10,일,1,두산,삼성,서울 잠실 야구장,구름많음,3,0,0,29.6,17467,0,1,2,1,0.5833333333,1,-1,8,2,두산,삼성,1,-17,0.5,0.425
20230910NC,2023,09,10,일,1,NC,롯데,창원NC파크,구름조금,2,0,0,30,13984,0,1,1,1,0.5833333333,1,-1,3,1,NC,롯데,10,-7,0.5344827586,0.4700854701
