,year,month,day,week,home,away,stadium,weather,temp,spec,date
1207,2022,5,27,금,KIA,SSG,광주-기아 챔피언스 필드,맑음,27.9℃,10208,2022-05-27
1208,2022,5,26,목,한화,두산,대전 한화생명 이글스파크,비,26.1℃,4638,2022-05-26
1209,2022,5,26,목,NC,KT,창원NC파크,구름조금,28℃,1728,2022-05-26
1210,2022,5,26,목,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,27.5℃,7568,2022-05-26
1211,2022,5,26,목,SSG,롯데,인천SSG 랜더스필드,맑음,19.9℃,13672,2022-05-26
1212,2022,5,26,목,LG,키움,서울 잠실 야구장,구름조금,23.5℃,6655,2022-05-26
1213,2022,5,25,수,LG,키움,서울 잠실 야구장,비,26.7℃,6937,2022-05-25
1214,2022,5,25,수,SSG,롯데,인천SSG 랜더스필드,비,21.7℃,9890,2022-05-25
1215,2022,5,25,수,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,33.2℃,8000,2022-05-25
1216,2022,5,25,수,NC,KT,창원NC파크,구름조금,31.4℃,2428,2022-05-25
1217,2022,5,25,수,한화,두산,대전 한화생명 이글스파크,구름조금,29.6℃,5253,2022-05-25
1218,2022,5,24,화,한화,두산,대전 한화생명 이글스파크,맑음,31.4℃,3172,2022-05-24
1219,2022,5,24,화,NC,KT,창원NC파크,맑음,32.6℃,1686,2022-05-24
1220,2022,5,24,화,삼성,KIA,대구 삼성 라이온즈 파크,맑음,33.2℃,7081,2022-05-24
1221,2022,5,24,화,SSG,롯데,인천SSG 랜더스필드,구름조금,25.9℃,11996,2022-05-24
1222,2022,5,24,화,LG,키움,서울 잠실 야구장,구름조금,30.2℃,6074,2022-05-24
1223,2022,5,22,일,두산,롯데,서울 잠실 야구장,구름조금,25.8℃,19143,2022-05-22
1224,2022,5,22,일,SSG,LG,인천SSG 랜더스필드,구름조금,20.8℃,18157,2022-05-22
1225,2022,5,22,일,삼성,KT,대구 삼성 라이온즈 파크,맑음,32.7℃,11507,2022-05-22
1226,2022,5,22,일,KIA,NC,광주-기아 챔피언스 필드,맑음,29.6℃,16282,2022-05-22
1227,2022,5,22,일,키움,한화,서울고척스카이돔,구름조금,25.8℃,5330,2022-05-22
1228,2022,5,21,토,키움,한화,서울고척스카이돔,구름조금,26℃,6689,2022-05-21
1229,2022,5,21,토,KIA,NC,광주-기아 챔피언스 필드,맑음,27.7℃,15565,2022-05-21
1230,2022,5,21,토,삼성,KT,대구 삼성 라이온즈 파크,맑음,29.7℃,15676,2022-05-21
1231,2022,5,21,토,SSG,LG,인천SSG 랜더스필드,구름많음,20.1℃,21315,2022-05-21
1232,2022,5,21,토,두산,롯데,서울 잠실 야구장,구름조금,26℃,20588,2022-05-21
1233,2022,5,20,금,두산,롯데,서울 잠실 야구장,구름조금,25.8℃,15486,2022-05-20
1234,2022,5,20,금,SSG,LG,인천SSG 랜더스필드,구름많음,22.3℃,13904,2022-05-20
1235,2022,5,20,금,삼성,KT,대구 삼성 라이온즈 파크,구름조금,28.6℃,9838,2022-05-20
1236,2022,5,20,금,KIA,NC,광주-기아 챔피언스 필드,흐림,26.6℃,9135,2022-05-20
1237,2022,5,20,금,키움,한화,서울고척스카이돔,구름조금,25.8℃,3080,2022-05-20
1238,2022,5,19,목,한화,삼성,대전 한화생명 이글스파크,흐림,25.8℃,4014,2022-05-19
1239,2022,5,19,목,KT,LG,수원케이티위즈파크,구름많음,23.1℃,5234,2022-05-19
1240,2022,5,19,목,NC,키움,창원NC파크,구름많음,28.2℃,2686,2022-05-19
1241,2022,5,19,목,롯데,KIA,부산 사직 야구장,흐림,25.8℃,10396,2022-05-19
1242,2022,5,19,목,두산,SSG,서울 잠실 야구장,구름조금,24.2℃,7360,2022-05-19
1243,2022,5,18,수,두산,SSG,서울 잠실 야구장,비,25.4℃,5586,2022-05-18
1244,2022,5,18,수,롯데,KIA,부산 사직 야구장,맑음,24.5℃,9885,2022-05-18
1245,2022,5,18,수,NC,키움,창원NC파크,맑음,30.3℃,2526,2022-05-18
1246,2022,5,18,수,KT,LG,수원케이티위즈파크,비,26.5℃,5106,2022-05-18
1247,2022,5,18,수,한화,삼성,대전 한화생명 이글스파크,맑음,28.4℃,4107,2022-05-18
1248,2022,5,17,화,한화,삼성,대전 한화생명 이글스파크,맑음,28.4℃,3941,2022-05-17
1249,2022,5,17,화,KT,LG,수원케이티위즈파크,맑음,26.7℃,5600,2022-05-17
1250,2022,5,17,화,NC,키움,창원NC파크,맑음,28.1℃,2420,2022-05-17
1251,2022,5,17,화,롯데,KIA,부산 사직 야구장,맑음,23.7℃,9055,2022-05-17
1252,2022,5,17,화,두산,SSG,서울 잠실 야구장,맑음,27.4℃,5743,2022-05-17
1253,2022,5,15,일,LG,KIA,서울 잠실 야구장,맑음,22.4℃,23097,2022-05-15
1254,2022,5,15,일,SSG,NC,인천SSG 랜더스필드,맑음,19.5℃,11414,2022-05-15
1255,2022,5,15,일,삼성,두산,대구 삼성 라이온즈 파크,구름조금,23.2℃,14754,2022-05-15
1256,2022,5,15,일,KT,키움,수원케이티위즈파크,맑음,20.9℃,6587,2022-05-15
1257,2022,5,15,일,한화,롯데,대전 한화생명 이글스파크,구름조금,22.2℃,8154,2022-05-15
1258,2022,5,14,토,한화,롯데,대전 한화생명 이글스파크,구름조금,22.8℃,10860,2022-05-14
1259,2022,5,14,토,KT,키움,수원케이티위즈파크,구름조금,18.7℃,10061,2022-05-14
1260,2022,5,14,토,삼성,두산,대구 삼성 라이온즈 파크,구름조금,24.6℃,17161,2022-05-14
1261,2022,5,14,토,SSG,NC,인천SSG 랜더스필드,구름많음,16.7℃,15131,2022-05-14
1262,2022,5,14,토,LG,KIA,서울 잠실 야구장,구름조금,20℃,24132,2022-05-14
1263,2022,5,13,금,LG,KIA,서울 잠실 야구장,구름많음,25.2℃,19411,2022-05-13
1264,2022,5,13,금,SSG,NC,인천SSG 랜더스필드,구름조금,23.4℃,8121,2022-05-13
1265,2022,5,13,금,KT,키움,수원케이티위즈파크,구름많음,23.5℃,4246,2022-05-13
1266,2022,5,13,금,한화,롯데,대전 한화생명 이글스파크,구름많음,22.1℃,6773,2022-05-13
1267,2022,5,12,목,키움,두산,서울고척스카이돔,구름조금,28.1℃,2649,2022-05-12
1268,2022,5,12,목,KIA,KT,광주-기아 챔피언스 필드,흐림,26.3℃,5224,2022-05-12
1269,2022,5,12,목,삼성,SSG,대구 삼성 라이온즈 파크,흐림,24.6℃,5541,2022-05-12
1270,2022,5,12,목,롯데,NC,부산 사직 야구장,흐림,23.4℃,8782,2022-05-12
1271,2022,5,12,목,LG,한화,서울 잠실 야구장,구름조금,28.1℃,8620,2022-05-12
1272,2022,5,11,수,LG,한화,서울 잠실 야구장,구름많음,25.2℃,8064,2022-05-11
1273,2022,5,11,수,롯데,NC,부산 사직 야구장,구름많음,23.3℃,7761,2022-05-11
1274,2022,5,11,수,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,26.8℃,4786,2022-05-11
1275,2022,5,11,수,KIA,KT,광주-기아 챔피언스 필드,흐림,25.7℃,6542,2022-05-11
1276,2022,5,11,수,키움,두산,서울고척스카이돔,구름많음,25.2℃,2641,2022-05-11
1277,2022,5,10,화,키움,두산,서울고척스카이돔,구름많음,26.3℃,3564,2022-05-10
1278,2022,5,10,화,KIA,KT,광주-기아 챔피언스 필드,흐림,24.8℃,5240,2022-05-10
1279,2022,5,10,화,삼성,SSG,대구 삼성 라이온즈 파크,구름많음,23.5℃,5088,2022-05-10
1280,2022,5,10,화,롯데,NC,부산 사직 야구장,흐림,20.1℃,8521,2022-05-10
1281,2022,5,10,화,LG,한화,서울 잠실 야구장,구름많음,26.3℃,7270,2022-05-10
1282,2022,5,8,일,두산,KT,서울 잠실 야구장,비,18.2℃,7124,2022-05-08
1283,2022,5,8,일,롯데,삼성,부산 사직 야구장,구름많음,19.3℃,16456,2022-05-08
1284,2022,5,8,일,NC,LG,창원NC파크,구름많음,22.5℃,3642,2022-05-08
1285,2022,5,8,일,키움,SSG,서울고척스카이돔,비,18.2℃,4765,2022-05-08
1286,2022,5,8,일,한화,KIA,대전 한화생명 이글스파크,비,23.7℃,7918,2022-05-08
1287,2022,5,7,토,한화,KIA,대전 한화생명 이글스파크,구름많음,24.8℃,11114,2022-05-07
1288,2022,5,7,토,키움,SSG,서울고척스카이돔,비,23.1℃,5637,2022-05-07
1289,2022,5,7,토,NC,LG,창원NC파크,구름많음,26.7℃,5585,2022-05-07
1290,2022,5,7,토,롯데,삼성,부산 사직 야구장,구름조금,25.7℃,22990,2022-05-07
1291,2022,5,7,토,두산,KT,서울 잠실 야구장,비,23.1℃,10546,2022-05-07
1292,2022,5,6,금,두산,KT,서울 잠실 야구장,구름조금,25.6℃,8709,2022-05-06
1293,2022,5,6,금,롯데,삼성,부산 사직 야구장,맑음,23.1℃,22990,2022-05-06
1294,2022,5,6,금,NC,LG,창원NC파크,맑음,27.8℃,5883,2022-05-06
1295,2022,5,6,금,키움,SSG,서울고척스카이돔,구름조금,25.6℃,4627,2022-05-06
1296,2022,5,6,금,한화,KIA,대전 한화생명 이글스파크,맑음,28.3℃,10305,2022-05-06
1297,2022,5,5,목,KIA,키움,광주-기아 챔피언스 필드,맑음,26.6℃,16072,2022-05-05
1298,2022,5,5,목,KT,롯데,수원케이티위즈파크,맑음,24.8℃,20000,2022-05-05
1299,2022,5,5,목,삼성,NC,대구 삼성 라이온즈 파크,맑음,29.1℃,20938,2022-05-05
1300,2022,5,5,목,SSG,한화,인천SSG 랜더스필드,맑음,21.8℃,23000,2022-05-05
1301,2022,5,5,목,LG,두산,서울 잠실 야구장,맑음,25.8℃,24012,2022-05-05
1302,2022,5,4,수,LG,두산,서울 잠실 야구장,맑음,25.2℃,14480,2022-05-04
1303,2022,5,4,수,SSG,한화,인천SSG 랜더스필드,맑음,21.5℃,11331,2022-05-04
1304,2022,5,4,수,삼성,NC,대구 삼성 라이온즈 파크,맑음,28.3℃,8712,2022-05-04
1305,2022,5,4,수,KT,롯데,수원케이티위즈파크,맑음,25.3℃,7532,2022-05-04
1306,2022,5,4,수,KIA,키움,광주-기아 챔피언스 필드,맑음,26.1℃,11234,2022-05-04
1307,2022,5,3,화,KIA,키움,광주-기아 챔피언스 필드,맑음,22.5℃,5277,2022-05-03
1308,2022,5,3,화,KT,롯데,수원케이티위즈파크,맑음,20.9℃,6251,2022-05-03
1309,2022,5,3,화,삼성,NC,대구 삼성 라이온즈 파크,맑음,23.5℃,5728,2022-05-03
1310,2022,5,3,화,SSG,한화,인천SSG 랜더스필드,맑음,17.3℃,9110,2022-05-03
1311,2022,5,3,화,LG,두산,서울 잠실 야구장,맑음,20.8℃,10124,2022-05-03
1312,2022,5,1,일,LG,롯데,서울 잠실 야구장,맑음,19.2℃,20513,2022-05-01
1313,2022,5,1,일,SSG,두산,인천SSG 랜더스필드,맑음,16℃,18130,2022-05-01
1314,2022,5,1,일,NC,한화,창원NC파크,맑음,21.3℃,5185,2022-05-01
1315,2022,5,1,일,KIA,삼성,광주-기아 챔피언스 필드,맑음,19.4℃,11555,2022-05-01
1316,2022,5,1,일,키움,KT,서울고척스카이돔,맑음,19.2℃,3213,2022-05-01
1317,2022,4,30,토,키움,KT,서울고척스카이돔,,,4075,2022-04-30
1318,2022,4,30,토,NC,한화,창원NC파크,,,6045,2022-04-30
1319,2022,4,30,토,SSG,두산,인천SSG 랜더스필드,,,20094,2022-04-30
1320,2022,4,30,토,LG,롯데,서울 잠실 야구장,,,23018,2022-04-30
1321,2022,4,30,토,KIA,삼성,광주-기아 챔피언스 필드,,,11159,2022-04-30
1322,2022,4,29,금,LG,롯데,서울 잠실 야구장,,,15681,2022-04-29
1323,2022,4,29,금,SSG,두산,인천SSG 랜더스필드,,,10306,2022-04-29
1324,2022,4,29,금,NC,한화,창원NC파크,,,3405,2022-04-29
1325,2022,4,29,금,KIA,삼성,광주-기아 챔피언스 필드,,,7487,2022-04-29
1326,2022,4,29,금,키움,KT,서울고척스카이돔,,,1770,2022-04-29
1327,2022,4,28,목,한화,키움,대전 한화생명 이글스파크,,,3531,2022-04-28
1328,2022,4,28,목,KT,KIA,수원케이티위즈파크,,,6111,2022-04-28
1329,2022,4,28,목,삼성,LG,대구 삼성 라이온즈 파크,,,5279,2022-04-28
1330,2022,4,28,목,롯데,SSG,부산 사직 야구장,,,7126,2022-04-28
1331,2022,4,28,목,두산,NC,서울 잠실 야구장,,,5223,2022-04-28
1332,2022,4,27,수,두산,NC,서울 잠실 야구장,,,3450,2022-04-27
1333,2022,4,27,수,롯데,SSG,부산 사직 야구장,,,6831,2022-04-27
1334,2022,4,27,수,삼성,LG,대구 삼성 라이온즈 파크,,,5063,2022-04-27
1335,2022,4,27,수,KT,KIA,수원케이티위즈파크,,,6123,2022-04-27
1336,2022,4,27,수,한화,키움,대전 한화생명 이글스파크,,,3459,2022-04-27
1337,2022,4,26,화,한화,키움,대전 한화생명 이글스파크,,,2647,2022-04-26
1338,2022,4,26,화,KT,KIA,수원케이티위즈파크,,,6277,2022-04-26
1339,2022,4,26,화,삼성,LG,대구 삼성 라이온즈 파크,,,3920,2022-04-26
1340,2022,4,26,화,롯데,SSG,부산 사직 야구장,,,2731,2022-04-26
1341,2022,4,26,화,두산,NC,서울 잠실 야구장,,,3644,2022-04-26
1342,2022,4,24,일,두산,LG,서울 잠실 야구장,,,14848,2022-04-24
1343,2022,4,24,일,삼성,롯데,대구 삼성 라이온즈 파크,,,12782,2022-04-24
1344,2022,4,24,일,KT,NC,수원케이티위즈파크,,,5719,2022-04-24
1345,2022,4,24,일,키움,KIA,서울고척스카이돔,,,7406,2022-04-24
1346,2022,4,24,일,한화,SSG,대전 한화생명 이글스파크,,,6612,2022-04-24
1347,2022,4,23,토,한화,SSG,대전 한화생명 이글스파크,,,7514,2022-04-23
1348,2022,4,23,토,KT,NC,수원케이티위즈파크,,,8255,2022-04-23
1349,2022,4,23,토,삼성,롯데,대구 삼성 라이온즈 파크,,,14983,2022-04-23
1350,2022,4,23,토,두산,LG,서울 잠실 야구장,,,17799,2022-04-23
1351,2022,4,23,토,키움,KIA,서울고척스카이돔,,,8338,2022-04-23
1352,2022,4,22,금,두산,LG,서울 잠실 야구장,,,8472,2022-04-22
1353,2022,4,22,금,삼성,롯데,대구 삼성 라이온즈 파크,,,7951,2022-04-22
1354,2022,4,22,금,KT,NC,수원케이티위즈파크,,,2276,2022-04-22
1355,2022,4,22,금,키움,KIA,서울고척스카이돔,,,4289,2022-04-22
1356,2022,4,22,금,한화,SSG,대전 한화생명 이글스파크,,,3146,2022-04-22
1357,2022,4,21,목,KIA,두산,광주-기아 챔피언스 필드,,,3474,2022-04-21
1358,2022,4,21,목,NC,삼성,창원NC파크,,,1675,2022-04-21
1359,2022,4,21,목,롯데,한화,부산 사직 야구장,,,3306,2022-04-21
1360,2022,4,21,목,SSG,키움,인천SSG 랜더스필드,,,8080,2022-04-21
1361,2022,4,21,목,LG,KT,서울 잠실 야구장,,,4410,2022-04-21
1362,2022,4,20,수,LG,KT,서울 잠실 야구장,,,4595,2022-04-20
1363,2022,4,20,수,SSG,키움,인천SSG 랜더스필드,,,5061,2022-04-20
1364,2022,4,20,수,롯데,한화,부산 사직 야구장,,,4340,2022-04-20
1365,2022,4,20,수,NC,삼성,창원NC파크,,,2104,2022-04-20
1366,2022,4,20,수,KIA,두산,광주-기아 챔피언스 필드,,,4010,2022-04-20
1367,2022,4,19,화,KIA,두산,광주-기아 챔피언스 필드,,,2658,2022-04-19
1368,2022,4,19,화,NC,삼성,창원NC파크,,,1725,2022-04-19
1369,2022,4,19,화,롯데,한화,부산 사직 야구장,,,4053,2022-04-19
1370,2022,4,19,화,SSG,키움,인천SSG 랜더스필드,,,5931,2022-04-19
1371,2022,4,19,화,LG,KT,서울 잠실 야구장,,,4537,2022-04-19
1372,2022,4,17,일,두산,키움,서울 잠실 야구장,,,8762,2022-04-17
1373,2022,4,17,일,SSG,삼성,인천SSG 랜더스필드,,,15104,2022-04-17
1374,2022,4,17,일,롯데,KT,부산 사직 야구장,,,9231,2022-04-17
1375,2022,4,17,일,NC,KIA,창원NC파크,,,3902,2022-04-17
1376,2022,4,17,일,한화,LG,대전 한화생명 이글스파크,,,6566,2022-04-17
1377,2022,4,16,토,SSG,삼성,인천SSG 랜더스필드,,,16037,2022-04-16
1378,2022,4,16,토,두산,키움,서울 잠실 야구장,,,9737,2022-04-16
1379,2022,4,16,토,롯데,KT,부산 사직 야구장,,,10639,2022-04-16
1380,2022,4,16,토,NC,KIA,창원NC파크,,,4580,2022-04-16
1381,2022,4,16,토,한화,LG,대전 한화생명 이글스파크,,,8112,2022-04-16
1382,2022,4,15,금,한화,LG,대전 한화생명 이글스파크,,,3320,2022-04-15
1383,2022,4,15,금,NC,KIA,창원NC파크,,,3002,2022-04-15
1384,2022,4,15,금,롯데,KT,부산 사직 야구장,,,4610,2022-04-15
1385,2022,4,15,금,SSG,삼성,인천SSG 랜더스필드,,,9441,2022-04-15
1386,2022,4,15,금,두산,키움,서울 잠실 야구장,,,4423,2022-04-15
1387,2022,4,14,목,LG,SSG,서울 잠실 야구장,,,6500,2022-04-14
1388,2022,4,14,목,삼성,한화,대구 삼성 라이온즈 파크,,,2869,2022-04-14
1389,2022,4,14,목,KT,두산,수원케이티위즈파크,,,2241,2022-04-14
1390,2022,4,14,목,KIA,롯데,광주-기아 챔피언스 필드,,,3838,2022-04-14
1391,2022,4,14,목,키움,NC,서울고척스카이돔,,,1020,2022-04-14
1392,2022,4,13,수,키움,NC,서울고척스카이돔,,,893,2022-04-13
1393,2022,4,13,수,삼성,한화,대구 삼성 라이온즈 파크,,,2156,2022-04-13
1394,2022,4,13,수,LG,SSG,서울 잠실 야구장,,,4547,2022-04-13
1395,2022,4,12,화,LG,SSG,서울 잠실 야구장,,,6028,2022-04-12
1396,2022,4,12,화,삼성,한화,대구 삼성 라이온즈 파크,,,4047,2022-04-12
1397,2022,4,12,화,KT,두산,수원케이티위즈파크,,,2450,2022-04-12
1398,2022,4,12,화,KIA,롯데,광주-기아 챔피언스 필드,,,3654,2022-04-12
1399,2022,4,12,화,키움,NC,서울고척스카이돔,,,774,2022-04-12
1400,2022,4,10,일,한화,KT,대전 한화생명 이글스파크,,,5735,2022-04-10
1401,2022,4,10,일,삼성,키움,대구 삼성 라이온즈 파크,,,11610,2022-04-10
1402,2022,4,10,일,롯데,두산,부산 사직 야구장,,,11646,2022-04-10
1403,2022,4,10,일,SSG,KIA,인천SSG 랜더스필드,,,17849,2022-04-10
1404,2022,4,10,일,LG,NC,서울 잠실 야구장,,,13095,2022-04-10
1405,2022,4,9,토,LG,NC,서울 잠실 야구장,,,14328,2022-04-09
1406,2022,4,9,토,SSG,KIA,인천SSG 랜더스필드,,,21005,2022-04-09
1407,2022,4,9,토,롯데,두산,부산 사직 야구장,,,13045,2022-04-09
1408,2022,4,9,토,삼성,키움,대구 삼성 라이온즈 파크,,,13059,2022-04-09
1409,2022,4,9,토,한화,KT,대전 한화생명 이글스파크,,,6538,2022-04-09
1410,2022,4,8,금,LG,NC,서울 잠실 야구장,,,10623,2022-04-08
1411,2022,4,8,금,SSG,KIA,인천SSG 랜더스필드,,,15615,2022-04-08
1412,2022,4,8,금,롯데,두산,부산 사직 야구장,,,8860,2022-04-08
1413,2022,4,8,금,삼성,키움,대구 삼성 라이온즈 파크,,,9244,2022-04-08
1414,2022,4,8,금,한화,KT,대전 한화생명 이글스파크,,,5520,2022-04-08
1415,2022,4,7,목,키움,LG,서울고척스카이돔,,,2055,2022-04-07
1416,2022,4,7,목,KIA,한화,광주-기아 챔피언스 필드,,,2773,2022-04-07
1417,2022,4,7,목,KT,SSG,수원케이티위즈파크,,,2530,2022-04-07
1418,2022,4,7,목,NC,롯데,창원NC파크,,,3017,2022-04-07
1419,2022,4,7,목,두산,삼성,서울 잠실 야구장,,,4055,2022-04-07
1420,2022,4,6,수,두산,삼성,서울 잠실 야구장,구름많음,17℃,4161,2022-04-06
1421,2022,4,6,수,NC,롯데,창원NC파크,맑음,23.6℃,3000,2022-04-06
1422,2022,4,6,수,KT,SSG,수원케이티위즈파크,구름조금,16.9℃,2094,2022-04-06
1423,2022,4,6,수,KIA,한화,광주-기아 챔피언스 필드,맑음,21.9℃,3117,2022-04-06
1424,2022,4,6,수,키움,LG,서울고척스카이돔,구름많음,17℃,2304,2022-04-06
1425,2022,4,5,화,두산,삼성,서울 잠실 야구장,구름많음,15.8℃,4109,2022-04-05
1426,2022,4,5,화,NC,롯데,창원NC파크,구름많음,22.3℃,3246,2022-04-05
1427,2022,4,5,화,KT,SSG,수원케이티위즈파크,구름많음,16.4℃,2055,2022-04-05
1428,2022,4,5,화,KIA,한화,광주-기아 챔피언스 필드,구름많음,19.3℃,2840,2022-04-05
1429,2022,4,5,화,키움,LG,서울고척스카이돔,구름많음,15.8℃,2298,2022-04-05
1430,2022,4,3,일,키움,롯데,서울고척스카이돔,맑음,17℃,6115,2022-04-03
1431,2022,4,3,일,KIA,LG,광주-기아 챔피언스 필드,맑음,18.2℃,10290,2022-04-03
1432,2022,4,3,일,KT,삼성,수원케이티위즈파크,맑음,16.2℃,10321,2022-04-03
1433,2022,4,3,일,NC,SSG,창원NC파크,맑음,18.7℃,4808,2022-04-03
1434,2022,4,3,일,두산,한화,서울 잠실 야구장,맑음,17℃,11345,2022-04-03
1435,2022,4,2,토,두산,한화,서울 잠실 야구장,맑음,14.2℃,16271,2022-04-02
1436,2022,4,2,토,NC,SSG,창원NC파크,맑음,17.6℃,7814,2022-04-02
1437,2022,4,2,토,KT,삼성,수원케이티위즈파크,맑음,13.7℃,17057,2022-04-02
1438,2022,4,2,토,KIA,LG,광주-기아 챔피언스 필드,맑음,16.2℃,16908,2022-04-02
1439,2022,4,2,토,키움,롯데,서울고척스카이돔,맑음,14.2℃,8257,2022-04-02
1440,2019,10,1,화,롯데,키움,부산 사직 야구장,비,23.3℃,1842,2019-10-01
1441,2019,10,1,화,두산,NC,서울 잠실 야구장,구름많음,28.2℃,24081,2019-10-01
1442,2019,9,30,월,한화,SSG,대전 한화생명 이글스파크,맑음,29.1℃,10960,2019-09-30
1443,2019,9,30,월,LG,롯데,서울 잠실 야구장,맑음,29.9℃,12042,2019-09-30
1444,2019,9,29,일,LG,두산,서울 잠실 야구장,맑음,28.6℃,25000,2019-09-29
1445,2019,9,29,일,롯데,키움,부산 사직 야구장,구름조금,28.8℃,3331,2019-09-29
1446,2019,9,29,일,KT,삼성,수원케이티위즈파크,맑음,27.9℃,9755,2019-09-29
1447,2019,9,29,일,한화,SSG,대전 한화생명 이글스파크,맑음,28.5℃,7542,2019-09-29
1448,2019,9,28,토,KIA,LG,광주-기아 챔피언스 필드,구름많음,29.2℃,13888,2019-09-28
1449,2019,9,28,토,KT,NC,수원케이티위즈파크,구름조금,28.2℃,11350,2019-09-28
1450,2019,9,28,토,삼성,SSG,대구 삼성 라이온즈 파크,비,26.8℃,18193,2019-09-28
1451,2019,9,28,토,두산,한화,서울 잠실 야구장,구름조금,29.2℃,22513,2019-09-28
1452,2019,9,27,금,LG,NC,서울 잠실 야구장,흐림,27℃,19523,2019-09-27
1453,2019,9,27,금,삼성,SSG,대구 삼성 라이온즈 파크,비,26.8℃,7726,2019-09-27
1454,2019,9,26,목,KT,LG,수원케이티위즈파크,흐림,26.5℃,6298,2019-09-26
1455,2019,9,26,목,NC,한화,창원NC파크,흐림,27.5℃,14039,2019-09-26
1456,2019,9,26,목,삼성,두산,대구 삼성 라이온즈 파크,구름많음,27.1℃,7483,2019-09-26
1457,2019,9,26,목,롯데,KIA,부산 사직 야구장,구름조금,27.8℃,2662,2019-09-26
1458,2019,9,25,수,SSG,삼성,인천SSG 랜더스필드,구름많음,24.5℃,18278,2019-09-25
1459,2019,9,25,수,롯데,두산,부산 사직 야구장,구름조금,25.4℃,2960,2019-09-25
1460,2019,9,25,수,NC,한화,창원NC파크,흐림,25℃,11238,2019-09-25
1461,2019,9,24,화,LG,삼성,서울 잠실 야구장,맑음,26.5℃,15115,2019-09-24
1462,2019,9,24,화,NC,두산,창원NC파크,구름조금,27.4℃,8198,2019-09-24
1463,2019,9,24,화,KT,SSG,수원케이티위즈파크,맑음,25℃,4948,2019-09-24
1464,2019,9,24,화,KIA,키움,광주-기아 챔피언스 필드,맑음,25.1℃,6217,2019-09-24
1465,2019,9,23,월,KT,KIA,수원케이티위즈파크,구름조금,24℃,4327,2019-09-23
1466,2019,9,23,월,롯데,NC,부산 사직 야구장,비,20.7℃,1762,2019-09-23
1467,2019,9,23,월,LG,한화,서울 잠실 야구장,구름조금,24.6℃,11775,2019-09-23
1468,2019,9,22,일,두산,LG,서울 잠실 야구장,비,19.6℃,14596,2019-09-22
1469,2019,9,21,토,KT,삼성,수원케이티위즈파크,흐림,21.6℃,7673,2019-09-21
1470,2019,9,21,토,두산,KIA,서울 잠실 야구장,흐림,22.1℃,16912,2019-09-21
1471,2019,9,20,금,두산,KIA,서울 잠실 야구장,흐림,24.2℃,13147,2019-09-20
1472,2019,9,20,금,SSG,키움,인천SSG 랜더스필드,흐림,23.4℃,14956,2019-09-20
1473,2019,9,20,금,롯데,KT,부산 사직 야구장,비,26.5℃,3514,2019-09-20
1474,2019,9,20,금,한화,삼성,대전 한화생명 이글스파크,흐림,23℃,6003,2019-09-20
1475,2019,9,19,목,SSG,두산,인천SSG 랜더스필드,구름조금,24.1℃,13952,2019-09-19
1476,2019,9,19,목,NC,LG,창원NC파크,구름조금,26.5℃,8878,2019-09-19
1477,2019,9,19,목,삼성,KIA,대구 삼성 라이온즈 파크,구름조금,25.4℃,5887,2019-09-19
1478,2019,9,19,목,SSG,두산,인천SSG 랜더스필드,구름조금,24.1℃,7078,2019-09-19
1479,2019,9,18,수,SSG,NC,인천SSG 랜더스필드,맑음,23.5℃,8002,2019-09-18
1480,2019,9,18,수,KIA,롯데,광주-기아 챔피언스 필드,맑음,28.3℃,5448,2019-09-18
1481,2019,9,18,수,삼성,LG,포항야구장,맑음,29.1℃,2801,2019-09-18
1482,2019,9,17,화,한화,키움,대전 한화생명 이글스파크,맑음,28.5℃,5293,2019-09-17
1483,2019,9,17,화,KIA,NC,광주-기아 챔피언스 필드,맑음,29.5℃,8011,2019-09-17
1484,2019,9,16,월,KT,LG,수원케이티위즈파크,구름조금,29.4℃,5620,2019-09-16
1485,2019,9,16,월,삼성,한화,대구 삼성 라이온즈 파크,구름조금,27.7℃,3925,2019-09-16
1486,2019,9,16,월,두산,키움,서울 잠실 야구장,구름조금,30.5℃,9298,2019-09-16
1487,2019,9,15,일,LG,두산,서울 잠실 야구장,구름조금,30℃,18171,2019-09-15
1488,2019,9,15,일,SSG,KT,인천SSG 랜더스필드,구름조금,27.5℃,12865,2019-09-15
1489,2019,9,15,일,NC,삼성,창원NC파크,구름많음,30.9℃,12163,2019-09-15
1490,2019,9,15,일,한화,롯데,대전 한화생명 이글스파크,구름조금,30.5℃,5003,2019-09-15
1491,2019,9,14,토,한화,롯데,대전 한화생명 이글스파크,구름많음,28.2℃,8007,2019-09-14
1492,2019,9,14,토,KT,키움,수원케이티위즈파크,비,24.1℃,7553,2019-09-14
1493,2019,9,14,토,NC,삼성,창원NC파크,구름조금,29.1℃,16496,2019-09-14
1494,2019,9,14,토,SSG,두산,인천SSG 랜더스필드,비,24.1℃,21027,2019-09-14
1495,2019,9,14,토,LG,KIA,서울 잠실 야구장,비,24.1℃,17406,2019-09-14
1496,2019,9,13,금,두산,KIA,서울 잠실 야구장,비,29.3℃,12415,2019-09-13
1497,2019,9,13,금,롯데,SSG,부산 사직 야구장,구름조금,27.4℃,4074,2019-09-13
