,year,month,day,week,home,away,stadium,weather,temp,spec,date
1954,2019,5,12,일,NC,두산,창원NC파크,구름조금,29.8℃,10486,2019-05-12
1955,2019,5,12,일,KT,키움,수원케이티위즈파크,구름조금,28.8℃,9792,2019-05-12
1956,2019,5,12,일,KIA,SSG,광주-기아 챔피언스 필드,구름조금,29.2℃,11433,2019-05-12
1957,2019,5,11,토,KIA,SSG,광주-기아 챔피언스 필드,구름조금,28.2℃,15173,2019-05-11
1958,2019,5,11,토,KT,키움,수원케이티위즈파크,맑음,27℃,10800,2019-05-11
1959,2019,5,11,토,NC,두산,창원NC파크,맑음,30.8℃,14806,2019-05-11
1960,2019,5,11,토,삼성,롯데,대구 삼성 라이온즈 파크,맑음,30℃,24000,2019-05-11
1961,2019,5,11,토,LG,한화,서울 잠실 야구장,맑음,28.3℃,25000,2019-05-11
1962,2019,5,10,금,LG,한화,서울 잠실 야구장,구름조금,26.8℃,19399,2019-05-10
1963,2019,5,10,금,삼성,롯데,대구 삼성 라이온즈 파크,구름조금,28.9℃,14620,2019-05-10
1964,2019,5,10,금,KT,키움,수원케이티위즈파크,구름조금,26.6℃,4567,2019-05-10
1965,2019,5,10,금,KIA,SSG,광주-기아 챔피언스 필드,구름조금,27.9℃,9105,2019-05-10
1966,2019,5,10,금,NC,두산,창원NC파크,구름조금,29.6℃,9716,2019-05-10
1967,2019,5,9,목,두산,KIA,서울 잠실 야구장,구름조금,22.9℃,16281,2019-05-09
1968,2019,5,9,목,SSG,한화,인천SSG 랜더스필드,구름조금,17.9℃,16817,2019-05-09
1969,2019,5,9,목,삼성,NC,대구 삼성 라이온즈 파크,구름조금,26℃,6381,2019-05-09
1970,2019,5,9,목,KT,롯데,수원케이티위즈파크,구름조금,23℃,5675,2019-05-09
1971,2019,5,9,목,키움,LG,서울고척스카이돔,구름조금,22.9℃,8283,2019-05-09
1972,2019,5,8,수,키움,LG,서울고척스카이돔,구름많음,21.3℃,3418,2019-05-08
1973,2019,5,8,수,KT,롯데,수원케이티위즈파크,구름조금,22.7℃,3437,2019-05-08
1974,2019,5,8,수,삼성,NC,대구 삼성 라이온즈 파크,구름많음,24.8℃,5220,2019-05-08
1975,2019,5,8,수,SSG,한화,인천SSG 랜더스필드,구름많음,17.2℃,11027,2019-05-08
1976,2019,5,8,수,두산,KIA,서울 잠실 야구장,구름많음,21.3℃,12115,2019-05-08
1977,2019,5,7,화,두산,KIA,서울 잠실 야구장,맑음,21.9℃,13196,2019-05-07
1978,2019,5,7,화,SSG,한화,인천SSG 랜더스필드,맑음,18.2℃,11668,2019-05-07
1979,2019,5,7,화,삼성,NC,대구 삼성 라이온즈 파크,맑음,22.5℃,5450,2019-05-07
1980,2019,5,7,화,KT,롯데,수원케이티위즈파크,맑음,22.5℃,4436,2019-05-07
1981,2019,5,7,화,키움,LG,서울고척스카이돔,맑음,21.9℃,4139,2019-05-07
1982,2019,5,5,일,한화,KT,대전 한화생명 이글스파크,구름조금,28℃,13000,2019-05-05
1983,2019,5,5,일,키움,삼성,서울고척스카이돔,구름조금,26.5℃,10651,2019-05-05
1984,2019,5,5,일,NC,KIA,창원NC파크,구름조금,30℃,17221,2019-05-05
1985,2019,5,5,일,롯데,SSG,부산 사직 야구장,구름조금,23.9℃,20490,2019-05-05
1986,2019,5,5,일,두산,LG,서울 잠실 야구장,구름조금,26.5℃,25000,2019-05-05
1987,2019,5,4,토,두산,LG,서울 잠실 야구장,구름조금,27.4℃,25000,2019-05-04
1988,2019,5,4,토,롯데,SSG,부산 사직 야구장,구름조금,23.6℃,16666,2019-05-04
1989,2019,5,4,토,키움,삼성,서울고척스카이돔,구름조금,27.4℃,7748,2019-05-04
1990,2019,5,4,토,NC,KIA,창원NC파크,구름조금,29.1℃,15902,2019-05-04
1991,2019,5,4,토,한화,KT,대전 한화생명 이글스파크,구름조금,27.4℃,12179,2019-05-04
1992,2019,5,3,금,두산,LG,서울 잠실 야구장,맑음,26.1℃,24133,2019-05-03
1993,2019,5,3,금,롯데,SSG,부산 사직 야구장,맑음,23.1℃,10573,2019-05-03
1994,2019,5,3,금,키움,삼성,서울고척스카이돔,맑음,26.1℃,3554,2019-05-03
1995,2019,5,3,금,한화,KT,대전 한화생명 이글스파크,맑음,28.4℃,8529,2019-05-03
1996,2019,5,3,금,NC,KIA,창원NC파크,맑음,28.9℃,11196,2019-05-03
1997,2019,5,2,목,한화,두산,대전 한화생명 이글스파크,맑음,25℃,7358,2019-05-02
1998,2019,5,2,목,KIA,삼성,광주-기아 챔피언스 필드,맑음,24.1℃,7550,2019-05-02
1999,2019,5,2,목,롯데,NC,부산 사직 야구장,맑음,21.7℃,9280,2019-05-02
2000,2019,5,2,목,SSG,키움,인천SSG 랜더스필드,맑음,22℃,8147,2019-05-02
2001,2019,5,2,목,LG,KT,서울 잠실 야구장,맑음,25.3℃,9806,2019-05-02
2002,2019,5,1,수,LG,KT,서울 잠실 야구장,맑음,22.2℃,12582,2019-05-01
2003,2019,5,1,수,SSG,키움,인천SSG 랜더스필드,맑음,18.5℃,15875,2019-05-01
2004,2019,5,1,수,롯데,NC,부산 사직 야구장,구름많음,20.8℃,12296,2019-05-01
2005,2019,5,1,수,KIA,삼성,광주-기아 챔피언스 필드,구름조금,21.5℃,8023,2019-05-01
2006,2019,5,1,수,한화,두산,대전 한화생명 이글스파크,구름조금,23.3℃,10779,2019-05-01
2007,2019,4,30,화,LG,KT,서울 잠실 야구장,구름조금,22.5℃,10144,2019-04-30
2008,2019,4,30,화,SSG,키움,인천SSG 랜더스필드,구름조금,19.8℃,8972,2019-04-30
2009,2019,4,30,화,롯데,NC,부산 사직 야구장,흐림,18.9℃,13974,2019-04-30
2010,2019,4,30,화,KIA,삼성,광주-기아 챔피언스 필드,비,20.4℃,8204,2019-04-30
2011,2019,4,30,화,한화,두산,대전 한화생명 이글스파크,구름많음,22.4℃,7555,2019-04-30
2012,2019,4,28,일,키움,KIA,서울고척스카이돔,흐림,16.6℃,9038,2019-04-28
2013,2019,4,28,일,KT,SSG,수원케이티위즈파크,흐림,16.8℃,8508,2019-04-28
2014,2019,4,28,일,NC,한화,창원NC파크,구름많음,20℃,11267,2019-04-28
2015,2019,4,28,일,삼성,LG,대구 삼성 라이온즈 파크,구름많음,18.9℃,14214,2019-04-28
2016,2019,4,28,일,두산,롯데,서울 잠실 야구장,흐림,16.6℃,20219,2019-04-28
2017,2019,4,27,토,두산,롯데,서울 잠실 야구장,구름조금,18.2℃,24027,2019-04-27
2018,2019,4,27,토,삼성,LG,대구 삼성 라이온즈 파크,구름조금,18℃,19767,2019-04-27
2019,2019,4,27,토,NC,한화,창원NC파크,비,18.9℃,15140,2019-04-27
2020,2019,4,27,토,KT,SSG,수원케이티위즈파크,구름조금,18.5℃,10514,2019-04-27
2021,2019,4,27,토,키움,KIA,서울고척스카이돔,구름조금,18.2℃,10491,2019-04-27
2022,2019,4,26,금,두산,롯데,서울 잠실 야구장,비,9.9℃,15257,2019-04-26
2023,2019,4,26,금,KT,SSG,수원케이티위즈파크,비,11.6℃,3712,2019-04-26
2024,2019,4,26,금,키움,KIA,서울고척스카이돔,비,9.9℃,5357,2019-04-26
2025,2019,4,25,목,키움,두산,서울고척스카이돔,비,17.2℃,4042,2019-04-25
2026,2019,4,25,목,삼성,SSG,대구 삼성 라이온즈 파크,비,19℃,3889,2019-04-25
2027,2019,4,24,수,LG,KIA,서울 잠실 야구장,비,25.9℃,14171,2019-04-24
2028,2019,4,24,수,삼성,SSG,대구 삼성 라이온즈 파크,비,22℃,6214,2019-04-24
2029,2019,4,24,수,KT,NC,수원케이티위즈파크,비,25.9℃,3905,2019-04-24
2030,2019,4,24,수,키움,두산,서울고척스카이돔,비,25.9℃,4174,2019-04-24
2031,2019,4,24,수,한화,롯데,대전 한화생명 이글스파크,비,21.1℃,6235,2019-04-24
2032,2019,4,23,화,키움,두산,서울고척스카이돔,흐림,25.5℃,4034,2019-04-23
2033,2019,4,23,화,KT,NC,수원케이티위즈파크,흐림,25.7℃,2903,2019-04-23
2034,2019,4,23,화,LG,KIA,서울 잠실 야구장,흐림,25.5℃,12485,2019-04-23
2035,2019,4,21,일,LG,키움,서울 잠실 야구장,비,20.2℃,14364,2019-04-21
2036,2019,4,21,일,SSG,NC,인천SSG 랜더스필드,비,15.9℃,15812,2019-04-21
2037,2019,4,21,일,롯데,KT,부산 사직 야구장,구름많음,22℃,14394,2019-04-21
2038,2019,4,21,일,KIA,두산,광주-기아 챔피언스 필드,구름많음,23.2℃,13401,2019-04-21
2039,2019,4,21,일,한화,삼성,대전 한화생명 이글스파크,흐림,22.6℃,12761,2019-04-21
2040,2019,4,20,토,LG,키움,서울 잠실 야구장,비,19.1℃,16362,2019-04-20
2041,2019,4,20,토,SSG,NC,인천SSG 랜더스필드,비,17.7℃,18023,2019-04-20
2042,2019,4,20,토,롯데,KT,부산 사직 야구장,맑음,18.2℃,17232,2019-04-20
2043,2019,4,20,토,KIA,두산,광주-기아 챔피언스 필드,구름조금,24.6℃,16047,2019-04-20
2044,2019,4,20,토,한화,삼성,대전 한화생명 이글스파크,구름많음,23.5℃,13000,2019-04-20
2045,2019,4,19,금,한화,삼성,대전 한화생명 이글스파크,비,18.5℃,8058,2019-04-19
2046,2019,4,19,금,KIA,두산,광주-기아 챔피언스 필드,흐림,21.1℃,9044,2019-04-19
2047,2019,4,19,금,롯데,KT,부산 사직 야구장,흐림,16.8℃,8483,2019-04-19
2048,2019,4,19,금,SSG,NC,인천SSG 랜더스필드,구름많음,18.8℃,7657,2019-04-19
2049,2019,4,19,금,LG,키움,서울 잠실 야구장,구름조금,19.7℃,9936,2019-04-19
2050,2019,4,18,목,두산,SSG,서울 잠실 야구장,구름많음,16.2℃,8624,2019-04-18
2051,2019,4,18,목,롯데,KIA,부산 사직 야구장,구름조금,20℃,7777,2019-04-18
2052,2019,4,18,목,NC,LG,창원NC파크,구름조금,27.3℃,7156,2019-04-18
2053,2019,4,18,목,KT,한화,수원케이티위즈파크,구름많음,18.8℃,5536,2019-04-18
2054,2019,4,18,목,삼성,키움,포항야구장,구름많음,23.7℃,5284,2019-04-18
2055,2019,4,17,수,두산,SSG,서울 잠실 야구장,구름조금,21.8℃,9217,2019-04-17
2056,2019,4,17,수,롯데,KIA,부산 사직 야구장,구름조금,23.4℃,7175,2019-04-17
2057,2019,4,17,수,NC,LG,창원NC파크,구름조금,23.8℃,9030,2019-04-17
2058,2019,4,17,수,KT,한화,수원케이티위즈파크,맑음,23.2℃,6342,2019-04-17
2059,2019,4,17,수,삼성,키움,포항야구장,구름조금,24.7℃,5784,2019-04-17
2060,2019,4,16,화,삼성,키움,포항야구장,구름조금,23.9℃,5179,2019-04-16
2061,2019,4,16,화,KT,한화,수원케이티위즈파크,구름조금,23.8℃,7248,2019-04-16
2062,2019,4,16,화,NC,LG,창원NC파크,구름많음,25.3℃,6568,2019-04-16
2063,2019,4,16,화,롯데,KIA,부산 사직 야구장,구름조금,21.2℃,9766,2019-04-16
2064,2019,4,16,화,두산,SSG,서울 잠실 야구장,구름조금,22.6℃,8633,2019-04-16
2065,2019,4,14,일,LG,두산,서울 잠실 야구장,비,13.6℃,15459,2019-04-14
2066,2019,4,14,일,SSG,KIA,인천SSG 랜더스필드,비,12.5℃,17179,2019-04-14
2067,2019,4,14,일,삼성,KT,대구 삼성 라이온즈 파크,구름많음,16.6℃,7347,2019-04-14
2068,2019,4,14,일,NC,롯데,창원NC파크,구름많음,17.3℃,16860,2019-04-14
2069,2019,4,14,일,키움,한화,서울고척스카이돔,비,13.6℃,10338,2019-04-14
2070,2019,4,13,토,LG,두산,서울 잠실 야구장,구름많음,17.9℃,25000,2019-04-13
2071,2019,4,13,토,SSG,KIA,인천SSG 랜더스필드,구름많음,16.2℃,22502,2019-04-13
2072,2019,4,13,토,삼성,KT,대구 삼성 라이온즈 파크,구름많음,20.5℃,16783,2019-04-13
2073,2019,4,13,토,NC,롯데,창원NC파크,구름조금,20.4℃,22112,2019-04-13
2074,2019,4,13,토,키움,한화,서울고척스카이돔,구름많음,17.9℃,12322,2019-04-13
2075,2019,4,12,금,NC,롯데,창원NC파크,구름조금,19.2℃,17028,2019-04-12
2076,2019,4,12,금,키움,한화,서울고척스카이돔,맑음,18.4℃,6559,2019-04-12
2077,2019,4,12,금,삼성,KT,대구 삼성 라이온즈 파크,구름조금,19.6℃,7087,2019-04-12
2078,2019,4,12,금,SSG,KIA,인천SSG 랜더스필드,맑음,14.8℃,15392,2019-04-12
2079,2019,4,12,금,LG,두산,서울 잠실 야구장,맑음,18.4℃,18489,2019-04-12
2080,2019,4,11,목,LG,삼성,서울 잠실 야구장,구름조금,15.7℃,11168,2019-04-11
2081,2019,4,11,목,롯데,두산,부산 사직 야구장,구름많음,14.2℃,7403,2019-04-11
2082,2019,4,11,목,KIA,NC,광주-기아 챔피언스 필드,흐림,15.3℃,6809,2019-04-11
2083,2019,4,11,목,키움,KT,서울고척스카이돔,구름조금,15.7℃,1369,2019-04-11
2084,2019,4,11,목,한화,SSG,대전 한화생명 이글스파크,구름많음,15.8℃,5792,2019-04-11
2085,2019,4,10,수,한화,SSG,대전 한화생명 이글스파크,비,10.6℃,5434,2019-04-10
2086,2019,4,10,수,키움,KT,서울고척스카이돔,비,10.2℃,1158,2019-04-10
2087,2019,4,10,수,KIA,NC,광주-기아 챔피언스 필드,비,10℃,7207,2019-04-10
2088,2019,4,10,수,롯데,두산,부산 사직 야구장,비,12.9℃,6825,2019-04-10
2089,2019,4,10,수,LG,삼성,서울 잠실 야구장,비,10.2℃,10261,2019-04-10
2090,2019,4,9,화,키움,KT,서울고척스카이돔,비,13.9℃,1377,2019-04-09
2091,2019,4,7,일,두산,NC,서울 잠실 야구장,구름조금,20.3℃,16081,2019-04-07
2092,2019,4,7,일,SSG,삼성,인천SSG 랜더스필드,구름조금,17.8℃,19069,2019-04-07
2093,2019,4,7,일,롯데,한화,부산 사직 야구장,비,15.9℃,11028,2019-04-07
2094,2019,4,7,일,KT,LG,수원케이티위즈파크,구름조금,20.9℃,12563,2019-04-07
2095,2019,4,6,토,KIA,키움,광주-기아 챔피언스 필드,맑음,22.3℃,15302,2019-04-06
2096,2019,4,6,토,KT,LG,수원케이티위즈파크,흐림,13.9℃,8509,2019-04-06
2097,2019,4,6,토,롯데,한화,부산 사직 야구장,맑음,18.4℃,23305,2019-04-06
2098,2019,4,6,토,SSG,삼성,인천SSG 랜더스필드,흐림,10.9℃,14617,2019-04-06
2099,2019,4,6,토,두산,NC,서울 잠실 야구장,비,12.2℃,14279,2019-04-06
2100,2019,4,5,금,두산,NC,서울 잠실 야구장,구름조금,17.2℃,10365,2019-04-05
2101,2019,4,5,금,SSG,삼성,인천SSG 랜더스필드,구름조금,14.8℃,9178,2019-04-05
2102,2019,4,5,금,롯데,한화,부산 사직 야구장,맑음,18℃,11451,2019-04-05
2103,2019,4,5,금,KT,LG,수원케이티위즈파크,구름조금,16.9℃,5671,2019-04-05
2104,2019,4,5,금,KIA,키움,광주-기아 챔피언스 필드,구름조금,19.6℃,7048,2019-04-05
2105,2019,4,4,목,두산,KT,서울 잠실 야구장,맑음,15.7℃,5427,2019-04-04
2106,2019,4,4,목,SSG,롯데,인천SSG 랜더스필드,맑음,11.9℃,7352,2019-04-04
2107,2019,4,4,목,삼성,KIA,대구 삼성 라이온즈 파크,맑음,21.5℃,5863,2019-04-04
2108,2019,4,4,목,NC,키움,창원NC파크,맑음,21.9℃,4806,2019-04-04
2109,2019,4,4,목,한화,LG,대전 한화생명 이글스파크,맑음,17.3℃,6650,2019-04-04
2110,2019,4,3,수,한화,LG,대전 한화생명 이글스파크,맑음,14.9℃,6002,2019-04-03
2111,2019,4,3,수,NC,키움,창원NC파크,맑음,17.2℃,4945,2019-04-03
2112,2019,4,3,수,삼성,KIA,대구 삼성 라이온즈 파크,맑음,16.3℃,5777,2019-04-03
2113,2019,4,3,수,SSG,롯데,인천SSG 랜더스필드,맑음,11.8℃,6457,2019-04-03
2114,2019,4,3,수,두산,KT,서울 잠실 야구장,맑음,13.6℃,5811,2019-04-03
2115,2019,4,2,화,두산,KT,서울 잠실 야구장,맑음,13℃,6091,2019-04-02
2116,2019,4,2,화,SSG,롯데,인천SSG 랜더스필드,맑음,11.2℃,6556,2019-04-02
2117,2019,4,2,화,삼성,KIA,대구 삼성 라이온즈 파크,맑음,14.8℃,4818,2019-04-02
2118,2019,4,2,화,NC,키움,창원NC파크,맑음,16.3℃,4602,2019-04-02
2119,2019,4,2,화,한화,LG,대전 한화생명 이글스파크,맑음,14.4℃,6619,2019-04-02
2120,2019,3,31,일,LG,롯데,서울 잠실 야구장,구름조금,8.4℃,21267,2019-03-31
2121,2019,3,31,일,삼성,두산,대구 삼성 라이온즈 파크,구름조금,11.1℃,14084,2019-03-31
2122,2019,3,31,일,KT,KIA,수원케이티위즈파크,비,9℃,13861,2019-03-31
2123,2019,3,31,일,키움,SSG,서울고척스카이돔,구름조금,8.4℃,5682,2019-03-31
2124,2019,3,31,일,한화,NC,대전 한화생명 이글스파크,구름많음,9.7℃,11878,2019-03-31
2125,2019,3,30,토,한화,NC,대전 한화생명 이글스파크,비,10.3℃,11239,2019-03-30
2126,2019,3,30,토,키움,SSG,서울고척스카이돔,비,8.4℃,7330,2019-03-30
2127,2019,3,30,토,KT,KIA,수원케이티위즈파크,비,10℃,11475,2019-03-30
2128,2019,3,30,토,삼성,두산,대구 삼성 라이온즈 파크,비,14.3℃,20559,2019-03-30
2129,2019,3,30,토,LG,롯데,서울 잠실 야구장,비,8.4℃,20601,2019-03-30
2130,2019,3,29,금,LG,롯데,서울 잠실 야구장,구름조금,15.1℃,19370,2019-03-29
2131,2019,3,29,금,삼성,두산,대구 삼성 라이온즈 파크,구름많음,19.4℃,12361,2019-03-29
2132,2019,3,29,금,KT,KIA,수원케이티위즈파크,구름조금,15.2℃,16156,2019-03-29
2133,2019,3,29,금,키움,SSG,서울고척스카이돔,구름조금,15.1℃,5435,2019-03-29
2134,2019,3,29,금,한화,NC,대전 한화생명 이글스파크,구름많음,18.4℃,12152,2019-03-29
2135,2019,3,28,목,KIA,한화,광주-기아 챔피언스 필드,구름많음,20.7℃,5629,2019-03-28
2136,2019,3,28,목,NC,KT,창원NC파크,구름많음,21.7℃,4757,2019-03-28
2137,2019,3,28,목,롯데,삼성,부산 사직 야구장,구름많음,16.1℃,7625,2019-03-28
2138,2019,3,28,목,SSG,LG,인천SSG 랜더스필드,구름많음,12.4℃,8053,2019-03-28
2139,2019,3,28,목,두산,키움,서울 잠실 야구장,구름많음,14.6℃,6752,2019-03-28
2140,2019,3,27,수,두산,키움,서울 잠실 야구장,흐림,16.2℃,5784,2019-03-27
2141,2019,3,27,수,SSG,LG,인천SSG 랜더스필드,흐림,13.5℃,6319,2019-03-27
2142,2019,3,27,수,롯데,삼성,부산 사직 야구장,구름조금,18.7℃,8136,2019-03-27
2143,2019,3,27,수,NC,KT,창원NC파크,구름조금,23℃,5154,2019-03-27
2144,2019,3,27,수,KIA,한화,광주-기아 챔피언스 필드,구름조금,19.6℃,6251,2019-03-27
2145,2019,3,26,화,두산,키움,서울 잠실 야구장,구름조금,17.6℃,6155,2019-03-26
2146,2019,3,26,화,SSG,LG,인천SSG 랜더스필드,구름조금,13.9℃,6718,2019-03-26
2147,2019,3,26,화,롯데,삼성,부산 사직 야구장,맑음,20.7℃,7345,2019-03-26
2148,2019,3,26,화,NC,KT,창원NC파크,맑음,20.9℃,4782,2019-03-26
2149,2019,3,26,화,KIA,한화,광주-기아 챔피언스 필드,구름조금,20.6℃,5553,2019-03-26
2150,2019,3,24,일,KIA,LG,광주-기아 챔피언스 필드,맑음,12.5℃,17597,2019-03-24
2151,2019,3,24,일,NC,삼성,창원NC파크,맑음,14.2℃,20067,2019-03-24
2152,2019,3,24,일,롯데,키움,부산 사직 야구장,맑음,11.1℃,22218,2019-03-24
2153,2019,3,24,일,SSG,KT,인천SSG 랜더스필드,맑음,7.9℃,15421,2019-03-24
2154,2019,3,24,일,두산,한화,서울 잠실 야구장,맑음,9.7℃,25000,2019-03-24
2155,2019,3,23,토,두산,한화,서울 잠실 야구장,비,8.2℃,25000,2019-03-23
2156,2019,3,23,토,SSG,KT,인천SSG 랜더스필드,비,7.4℃,21909,2019-03-23
2157,2019,3,23,토,롯데,키움,부산 사직 야구장,구름조금,13.5℃,24500,2019-03-23
2158,2019,3,23,토,NC,삼성,창원NC파크,비,12.7℃,22112,2019-03-23
2159,2019,3,23,토,KIA,LG,광주-기아 챔피언스 필드,비,11.1℃,20500,2019-03-23
2160,2018,10,14,일,롯데,두산,부산 사직 야구장,구름조금,22.1℃,6414,2018-10-14
2161,2018,10,13,토,두산,KT,서울 잠실 야구장,맑음,19.8℃,18528,2018-10-13
2162,2018,10,13,토,SSG,LG,인천SSG 랜더스필드,맑음,17.8℃,22399,2018-10-13
2163,2018,10,13,토,삼성,키움,대구 삼성 라이온즈 파크,구름조금,20.9℃,24000,2018-10-13
2164,2018,10,13,토,KIA,롯데,광주-기아 챔피언스 필드,맑음,20℃,15640,2018-10-13
2165,2018,10,13,토,한화,NC,대전 한화생명 이글스파크,맑음,19.6℃,13000,2018-10-13
2166,2018,10,12,금,KIA,롯데,광주-기아 챔피언스 필드,맑음,18.8℃,12318,2018-10-12
2167,2018,10,12,금,KT,키움,수원케이티위즈파크,맑음,17.8℃,10268,2018-10-12
2168,2018,10,12,금,두산,NC,서울 잠실 야구장,맑음,17.4℃,10914,2018-10-12
2169,2018,10,11,목,두산,SSG,서울 잠실 야구장,맑음,13.9℃,10987,2018-10-11
2170,2018,10,11,목,KIA,롯데,광주-기아 챔피언스 필드,구름조금,16.7℃,7745,2018-10-11
2171,2018,10,10,수,KIA,한화,광주-기아 챔피언스 필드,비,17.6℃,6133,2018-10-10
2172,2018,10,10,수,두산,SSG,서울 잠실 야구장,비,16.7℃,11126,2018-10-10
2173,2018,10,10,수,롯데,KT,부산 사직 야구장,흐림,20.9℃,11528,2018-10-10
2174,2018,10,10,수,롯데,KT,부산 사직 야구장,흐림,20.9℃,4793,2018-10-10
2175,2018,10,9,화,SSG,삼성,인천SSG 랜더스필드,비,19℃,22031,2018-10-09
2176,2018,10,9,화,롯데,KIA,부산 사직 야구장,흐림,21.1℃,25000,2018-10-09
2177,2018,10,9,화,KT,한화,수원케이티위즈파크,흐림,19.7℃,20512,2018-10-09
2178,2018,10,7,일,두산,KIA,서울 잠실 야구장,구름조금,21.1℃,25000,2018-10-07
2179,2018,10,7,일,NC,롯데,마산,맑음,27.3℃,11000,2018-10-07
2180,2018,10,6,토,SSG,KIA,인천SSG 랜더스필드,비,22.4℃,9241,2018-10-06
2181,2018,10,6,토,NC,키움,마산,비,24℃,5297,2018-10-06
2182,2018,10,6,토,두산,LG,서울 잠실 야구장,비,21.7℃,19891,2018-10-06
2183,2018,10,6,토,롯데,한화,부산 사직 야구장,비,23.6℃,9449,2018-10-06
2184,2018,10,6,토,KT,삼성,수원케이티위즈파크,비,22.6℃,8291,2018-10-06
2185,2018,10,6,토,SSG,KIA,인천SSG 랜더스필드,비,22.4℃,22002,2018-10-06
2186,2018,10,4,목,SSG,KIA,인천SSG 랜더스필드,구름많음,24.7℃,13556,2018-10-04
2187,2018,10,4,목,한화,롯데,대전 한화생명 이글스파크,구름많음,25.6℃,9555,2018-10-04
2188,2018,10,3,수,한화,롯데,대전 한화생명 이글스파크,맑음,22.9℃,13000,2018-10-03
2189,2018,10,3,수,삼성,KIA,대구 삼성 라이온즈 파크,맑음,23.8℃,19432,2018-10-03
2190,2018,10,3,수,LG,KT,서울 잠실 야구장,맑음,24.2℃,11896,2018-10-03
2191,2018,10,2,화,LG,KT,서울 잠실 야구장,맑음,22℃,5512,2018-10-02
2192,2018,10,2,화,SSG,롯데,인천SSG 랜더스필드,맑음,20.4℃,13782,2018-10-02
2193,2018,10,2,화,KIA,NC,광주-기아 챔피언스 필드,맑음,22.9℃,8886,2018-10-02
2194,2018,9,30,일,키움,NC,서울고척스카이돔,맑음,21.6℃,4542,2018-09-30
2195,2018,9,30,일,KIA,한화,광주-기아 챔피언스 필드,맑음,25.1℃,16137,2018-09-30
2196,2018,9,30,일,KT,롯데,수원케이티위즈파크,맑음,22.4℃,11983,2018-09-30
2197,2018,9,30,일,삼성,SSG,대구 삼성 라이온즈 파크,구름조금,27℃,14651,2018-09-30
2198,2018,9,30,일,두산,LG,서울 잠실 야구장,맑음,21.6℃,19274,2018-09-30
2199,2018,9,29,토,두산,LG,서울 잠실 야구장,맑음,27℃,24183,2018-09-29
2200,2018,9,29,토,삼성,SSG,대구 삼성 라이온즈 파크,흐림,21℃,18220,2018-09-29
2201,2018,9,29,토,KT,롯데,수원케이티위즈파크,맑음,27℃,14290,2018-09-29
2202,2018,9,29,토,KIA,한화,광주-기아 챔피언스 필드,흐림,24.8℃,17812,2018-09-29
2203,2018,9,29,토,키움,NC,서울고척스카이돔,맑음,27℃,3603,2018-09-29
2204,2018,9,28,금,LG,KIA,서울 잠실 야구장,구름많음,22.2℃,21766,2018-09-28
2205,2018,9,28,금,SSG,NC,인천SSG 랜더스필드,구름많음,21.4℃,6746,2018-09-28
2206,2018,9,28,금,삼성,KT,대구 삼성 라이온즈 파크,구름많음,21.9℃,9683,2018-09-28
2207,2018,9,28,금,키움,롯데,서울고척스카이돔,구름많음,22.2℃,3659,2018-09-28
2208,2018,9,28,금,한화,두산,대전 한화생명 이글스파크,구름많음,21℃,10705,2018-09-28
2209,2018,9,27,목,한화,두산,대전 한화생명 이글스파크,맑음,24.7℃,8109,2018-09-27
2210,2018,9,27,목,키움,롯데,서울고척스카이돔,맑음,25℃,3383,2018-09-27
2211,2018,9,27,목,삼성,KT,대구 삼성 라이온즈 파크,맑음,23.2℃,5792,2018-09-27
2212,2018,9,27,목,SSG,NC,인천SSG 랜더스필드,맑음,24.7℃,7398,2018-09-27
2213,2018,9,27,목,LG,KIA,서울 잠실 야구장,맑음,25℃,17937,2018-09-27
2214,2018,9,26,수,두산,키움,서울 잠실 야구장,구름조금,24.8℃,15232,2018-09-26
2215,2018,9,26,수,SSG,LG,인천SSG 랜더스필드,구름조금,24.6℃,19974,2018-09-26
2216,2018,9,26,수,롯데,NC,부산 사직 야구장,비,24.2℃,10253,2018-09-26
2217,2018,9,26,수,KT,KIA,수원케이티위즈파크,구름조금,24.8℃,20226,2018-09-26
2218,2018,9,26,수,한화,삼성,대전 한화생명 이글스파크,구름조금,23.5℃,11637,2018-09-26
2219,2018,9,25,화,두산,키움,서울 잠실 야구장,맑음,24.3℃,24553,2018-09-25
2220,2018,9,25,화,SSG,LG,인천SSG 랜더스필드,구름조금,23.1℃,22655,2018-09-25
2221,2018,9,25,화,롯데,NC,부산 사직 야구장,맑음,25.5℃,13850,2018-09-25
2222,2018,9,25,화,KT,KIA,수원케이티위즈파크,구름조금,24.1℃,20006,2018-09-25
2223,2018,9,25,화,한화,삼성,대전 한화생명 이글스파크,맑음,24.1℃,13000,2018-09-25
2224,2018,9,23,일,한화,KIA,대전 한화생명 이글스파크,구름많음,25.3℃,10120,2018-09-23
2225,2018,9,23,일,키움,SSG,서울고척스카이돔,구름조금,25.3℃,3549,2018-09-23
2226,2018,9,23,일,삼성,롯데,대구 삼성 라이온즈 파크,구름많음,27.4℃,12835,2018-09-23
2227,2018,9,23,일,LG,KT,서울 잠실 야구장,구름조금,25.3℃,9444,2018-09-23
2228,2018,9,23,일,NC,두산,마산,구름많음,27.3℃,6035,2018-09-23
2229,2018,9,22,토,NC,두산,마산,구름많음,28.5℃,8182,2018-09-22
2230,2018,9,22,토,LG,KT,서울 잠실 야구장,비,25.5℃,13314,2018-09-22
